Tick (ms),ADC Value
60210,136
60212,107
60214,116
60216,117
60218,105
60220,88
60222,99
60224,80
60226,104
60228,74
60230,73
60232,96
60234,99
60236,104
60238,107
60240,94
60242,101
60244,98
60246,88
60248,77
60250,91
60252,104
60254,111
60256,130
60258,131
60260,140
60262,131
60264,133
60266,120
60268,132
60270,111
60272,133
60274,119
60276,150
60278,139
60280,143
60282,142
60284,157
60286,124
60288,128
60290,120
60292,114
60294,114
60296,102
60298,91
60300,102
60302,123
60304,122
60306,117
60308,79
60310,86
60312,75
60314,59
60316,86
60318,78
60320,83
60322,90
60324,90
60326,101
60328,106
60330,81
60332,62
60334,87
60336,84
60338,100
60340,131
60342,129
60344,133
60346,121
60348,124
60350,127
60352,124
60354,124
60356,123
60358,144
60360,111
60362,123
60364,122
60366,125
60368,138
60370,113
60372,128
60374,132
60376,103
60378,92
60380,108
60382,121
60384,122
60386,113
60388,119
60390,114
60392,98
60394,79
60396,77
60398,81
60400,84
60402,88
60404,103
60406,109
60408,86
60410,96
60412,96
60414,70
60416,97
60418,82
60420,82
60422,97
60424,109
60426,94
60428,103
60430,117
60432,117
60434,113
60436,119
60438,112
60440,108
60442,124
60444,122
60446,99
60448,135
60450,104
60452,132
60454,140
60456,99
60458,117
60460,126
60462,94
60464,92
60466,105
60468,93
60470,107
60472,93
60474,87
60476,90
60478,112
60480,114
60482,100
60484,116
60486,102
60488,91
60490,108
60492,89
60494,99
60496,89
60498,86
60500,95
60502,104
60504,127
60506,98
60508,113
60510,112
60512,96
60514,98
60516,121
60518,118
60520,102
60522,117
60524,126
60526,118
60528,120
60530,119
60532,119
60534,127
60536,125
60538,131
60540,99
60542,115
60544,122
60546,128
60548,101
60550,127
60552,109
60554,111
60556,108
60558,72
60560,105
60562,63
60564,71
60566,93
60568,92
60570,112
60572,79
60574,82
60576,82
60578,92
60580,79
60582,84
60584,87
60586,89
60588,117
60590,83
60592,115
60594,95
60596,67
60598,99
60600,94
60602,116
60604,119
60606,124
60608,123
60610,116
60612,137
60614,99
60616,114
60618,126
60620,138
60622,149
60624,143
60626,133
60628,111
60630,134
60632,125
60634,116
60636,113
60638,108
60640,106
60642,108
60644,117
60646,100
60648,98
60650,83
60652,112
60654,89
60656,93
60658,97
60660,83
60662,108
60664,111
60666,102
60668,94
60670,106
60672,93
60674,83
60676,126
60678,103
60680,106
60682,123
60684,147
60686,124
60688,142
60690,124
60692,119
60694,126
60696,118
60698,131
60700,132
60702,144
60704,147
60706,157
60708,157
60710,144
60712,156
60714,121
60716,136
60718,149
60720,147
60722,143
60724,152
60726,159
60728,138
60730,137
60732,116
60734,139
60736,125
60738,123
60740,125
60742,143
60744,128
60746,144
60748,159
60750,116
60752,135
60754,126
60756,135
60758,126
60760,118
60762,123
60764,139
60766,133
60768,146
60770,127
60772,150
60774,134
60776,120
60778,113
60780,118
60782,124
60784,125
60786,131
60788,142
60790,129
60792,110
60794,149
60796,144
60798,140
60800,125
60802,135
60804,139
60806,115
60808,143
60810,129
60812,114
60814,106
60816,130
60818,121
60820,120
60822,139
60824,141
60826,143
60828,104
60830,102
60832,125
60834,118
60836,138
60838,129
60840,141
60842,137
60844,149
60846,143
60848,129
60850,135
60852,134
60854,143
60856,115
60858,110
60860,121
60862,117
60864,119
60866,134
60868,139
60870,148
60872,156
60874,158
60876,141
60878,123
60880,126
60882,126
60884,115
60886,130
60888,143
60890,123
60892,148
60894,125
60896,113
60898,133
60900,123
60902,122
60904,123
60906,120
60908,115
60910,102
60912,95
60914,124
60916,103
60918,98
60920,117
60922,112
60924,124
60926,131
60928,100
60930,115
60932,121
60934,115
60936,114
60938,132
60940,137
60942,126
60944,139
60946,119
60948,137
60950,137
60952,149
60954,121
60956,150
60958,156
60960,142
60962,136
60964,145
60966,166
60968,149
60970,172
60972,134
60974,150
60976,151
60978,134
60980,138
60982,132
60984,135
60986,126
60988,141
60990,136
60992,120
60994,129
60996,128
60998,118
61000,106
61002,124
61004,123
61006,131
61008,100
61010,111
61012,131
61014,103
61016,127
61018,113
61020,139
61022,117
61024,104
61026,120
61028,120
61030,109
61032,101
61034,123
61036,118
61038,124
61040,137
61042,127
61044,150
61046,139
61048,146
61050,151
61052,148
61054,142
61056,119
61058,124
61060,129
61062,144
61064,143
61066,141
61068,154
61070,132
61072,138
61074,135
61076,112
61078,130
61080,116
61082,157
61084,136
61086,132
61088,151
61090,125
61092,137
61094,127
61096,118
61098,113
61100,126
61102,124
61104,139
61106,137
61108,111
61110,141
61112,100
61114,110
61116,116
61118,153
61120,144
61122,115
61124,101
61126,120
61128,119
61130,128
61132,127
61134,142
61136,137
61138,140
61140,145
61142,120
61144,134
61146,108
61148,97
61150,129
61152,119
61154,128
61156,128
61158,136
61160,156
61162,127
61164,114
61166,117
61168,133
61170,141
61172,125
61174,131
61176,113
61178,151
61180,146
61182,139
61184,133
61186,126
61188,156
61190,117
61192,127
61194,117
61196,135
61198,128
61200,150
61202,152
61204,145
61206,146
61208,145
61210,137
61212,135
61214,110
61216,138
61218,115
61220,153
61222,146
61224,147
61226,144
61228,131
61230,140
61232,126
61234,138
61236,114
61238,126
61240,115
61242,142
61244,145
61246,120
61248,140
61250,130
61252,123
61254,120
61256,113
61258,127
61260,123
61262,122
61264,129
61266,145
61268,166
61270,141
61272,152
61274,147
61276,112
61278,129
61280,136
61282,153
61284,154
61286,138
61288,166
61290,168
61292,140
61294,143
61296,130
61298,141
61300,143
61302,149
61304,122
61306,147
61308,133
61310,153
61312,160
61314,158
61316,146
61318,141
61320,160
61322,125
61324,129
61326,122
61328,117
61330,131
61332,130
61334,130
61336,134
61338,140
61340,125
61342,107
61344,110
61346,129
61348,126
61350,131
61352,123
61354,129
61356,142
61358,129
61360,131
61362,108
61364,125
61366,117
61368,128
61370,138
61372,126
61374,129
61376,122
61378,123
61380,130
61382,150
61384,147
61386,150
61388,140
61390,140
61392,121
61394,126
61396,109
61398,155
61400,136
61402,138
61404,134
61406,149
61408,144
61410,130
61412,124
61414,128
61416,121
61418,149
61420,154
61422,146
61424,128
61426,136
61428,129
61430,131
61432,113
61434,131
61436,137
61438,144
61440,118
61442,149
61444,118
61446,129
61448,113
61450,130
61452,127
61454,121
61456,129
61458,155
61460,150
61462,117
61464,128
61466,150
61468,141
61470,121
61472,121
61474,123
61476,141
61478,131
61480,110
61482,158
61484,141
61486,143
61488,144
61490,118
61492,153
61494,132
61496,117
61498,141
61500,124
61502,140
61504,152
61506,130
61508,129
61510,146
61512,126
61514,127
61516,144
61518,138
61520,142
61522,125
61524,129
61526,155
61528,161
61530,134
61532,133
61534,153
61536,134
61538,134
61540,159
61542,143
61544,149
61546,139
61548,148
61550,168
61552,140
61554,155
61556,148
61558,141
61560,156
61562,137
61564,150
61566,141
61568,143
61570,123
61572,147
61574,126
61576,148
61578,145
61580,115
61582,127
61584,156
61586,149
61588,145
61590,149
61592,121
61594,129
61596,150
61598,115
61600,118
61602,155
61604,121
61606,140
61608,138
61610,122
61612,115
61614,124
61616,146
61618,156
61620,145
61622,144
61624,124
61626,125
61628,153
61630,137
61632,139
61634,132
61636,143
61638,157
61640,148
61642,152
61644,139
61646,146
61648,155
61650,159
61652,146
61654,151
61656,167
61658,155
61660,132
61662,140
61664,142
61666,141
61668,153
61670,164
61672,134
61674,137
61676,128
61678,157
61680,140
61682,130
61684,134
61686,138
61688,140
61690,145
61692,117
61694,117
61696,115
61698,109
61700,136
61702,139
61704,130
61706,155
61708,147
61710,130
61712,115
61714,115
61716,116
61718,133
61720,136
61722,141
61724,158
61726,168
61728,138
61730,147
61732,148
61734,140
61736,148
61738,131
61740,125
61742,144
61744,155
61746,157
61748,166
61750,154
61752,149
61754,147
61756,165
61758,154
61760,139
61762,143
61764,149
61766,135
61768,151
61770,122
61772,141
61774,140
61776,133
61778,131
61780,129
61782,120
61784,160
61786,145
61788,135
61790,138
61792,152
61794,126
61796,131
61798,148
61800,139
61802,137
61804,157
61806,132
61808,151
61810,150
61812,144
61814,134
61816,145
61818,115
61820,133
61822,117
61824,130
61826,134
61828,150
61830,147
61832,159
61834,138
61836,135
61838,146
61840,136
61842,115
61844,135
61846,120
61848,116
61850,152
61852,164
61854,164
61856,145
61858,126
61860,140
61862,109
61864,137
61866,115
61868,156
61870,150
61872,147
61874,143
61876,139
61878,128
61880,136
61882,129
61884,142
61886,137
61888,151
61890,129
61892,144
61894,141
61896,127
61898,135
61900,126
61902,142
61904,116
61906,135
61908,146
61910,128
61912,147
61914,149
61916,130
61918,126
61920,105
61922,124
61924,137
61926,144
61928,154
61930,127
61932,134
61934,132
61936,131
61938,139
61940,113
61942,124
61944,121
61946,133
61948,124
61950,132
61952,150
61954,162
61956,147
61958,127
61960,132
61962,107
61964,108
61966,140
61968,145
61970,142
61972,165
61974,158
61976,145
61978,138
61980,125
61982,115
61984,133
61986,156
61988,138
61990,146
61992,135
61994,130
61996,147
61998,120
62000,129
62002,111
62004,123
62006,129
62008,117
62010,135
62012,122
62014,129
62016,132
62018,143
62020,138
62022,137
62024,136
62026,118
62028,138
62030,130
62032,144
62034,151
62036,133
62038,134
62040,122
62042,125
62044,145
62046,157
62048,121
62050,132
62052,124
62054,151
62056,141
62058,131
62060,148
62062,152
62064,144
62066,143
62068,147
62070,156
62072,148
62074,145
62076,124
62078,144
62080,125
62082,139
62084,135
62086,133
62088,153
62090,130
62092,139
62094,133
62096,123
62098,125
62100,138
62102,134
62104,123
62106,144
62108,148
62110,125
62112,140
62114,115
62116,127
62118,127
62120,135
62122,138
62124,121
62126,129
62128,160
62130,142
62132,154
62134,145
62136,159
62138,151
62140,124
62142,116
62144,112
62146,141
62148,134
62150,153
62152,151
62154,175
62156,147
62158,126
62160,109
62162,129
62164,112
62166,147
62168,138
62170,131
62172,152
62174,142
62176,144
62178,127
62180,120
62182,117
62184,139
62186,106
62188,130
62190,139
62192,145
62194,136
62196,141
62198,130
62200,125
62202,129
62204,111
62206,135
62208,108
62210,119
62212,141
62214,133
62216,146
62218,154
62220,166
62222,151
62224,150
62226,137
62228,145
62230,129
62232,124
62234,126
62236,144
62238,136
62240,142
62242,153
62244,134
62246,128
62248,131
62250,144
62252,146
62254,136
62256,122
62258,128
62260,117
62262,143
62264,143
62266,154
62268,157
62270,140
62272,147
62274,118
62276,117
62278,113
62280,114
62282,108
62284,123
62286,125
62288,130
62290,134
62292,138
62294,116
62296,120
62298,120
62300,111
62302,135
62304,119
62306,134
62308,147
62310,136
62312,122
62314,116
62316,114
62318,132
62320,102
62322,129
62324,144
62326,132
62328,140
62330,148
62332,130
62334,146
62336,125
62338,115
62340,130
62342,141
62344,129
62346,144
62348,133
62350,158
62352,137
62354,134
62356,136
62358,123
62360,139
62362,120
62364,124
62366,140
62368,138
62370,127
62372,149
62374,133
62376,120
62378,130
62380,107
62382,113
62384,111
62386,118
62388,110
62390,110
62392,128
62394,147
62396,139
62398,125
62400,122
62402,115
62404,127
62406,104
62408,103
62410,118
62412,100
62414,128
62416,129
62418,135
62420,145
62422,113
62424,115
62426,134
62428,113
62430,103
62432,122
62434,114
62436,135
62438,133
62440,131
62442,125
62444,122
62446,107
62448,114
62450,121
62452,125
62454,113
62456,129
62458,144
62460,146
62462,132
62464,140
62466,146
62468,127
62470,130
62472,129
62474,129
62476,140
62478,143
62480,151
62482,143
62484,142
62486,153
62488,143
62490,119
62492,135
62494,152
62496,112
62498,120
62500,128
62502,138
62504,126
62506,132
62508,120
62510,130
62512,126
62514,125
62516,137
62518,131
62520,131
62522,120
62524,114
62526,103
62528,98
62530,118
62532,120
62534,154
62536,120
62538,162
62540,122
62542,143
62544,110
62546,108
62548,100
62550,94
62552,135
62554,149
62556,144
62558,161
62560,153
62562,136
62564,128
62566,128
62568,133
62570,146
62572,116
62574,134
62576,149
62578,163
62580,172
62582,152
62584,129
62586,134
62588,151
62590,137
62592,122
62594,152
62596,126
62598,148
62600,174
62602,143
62604,138
62606,147
62608,125
62610,129
62612,114
62614,111
62616,136
62618,116
62620,136
62622,136
62624,148
62626,144
62628,122
62630,123
62632,142
62634,120
62636,118
62638,131
62640,120
62642,140
62644,141
62646,131
62648,104
62650,134
62652,119
62654,109
62656,109
62658,147
62660,132
62662,137
62664,150
62666,129
62668,142
62670,133
62672,135
62674,116
62676,144
62678,129
62680,125
62682,153
62684,155
62686,144
62688,159
62690,144
62692,142
62694,141
62696,126
62698,128
62700,146
62702,150
62704,141
62706,156
62708,130
62710,137
62712,147
62714,126
62716,137
62718,141
62720,149
62722,143
62724,111
62726,131
62728,140
62730,141
62732,146
62734,126
62736,137
62738,145
62740,145
62742,140
62744,130
62746,118
62748,101
62750,133
62752,136
62754,145
62756,127
62758,135
62760,131
62762,106
62764,123
62766,128
62768,112
62770,137
62772,137
62774,117
62776,146
62778,143
62780,149
62782,128
62784,139
62786,135
62788,115
62790,133
62792,130
62794,126
62796,138
62798,141
62800,160
62802,124
62804,132
62806,131
62808,127
62810,131
62812,127
62814,113
62816,158
62818,138
62820,158
62822,149
62824,164
62826,159
62828,127
62830,130
62832,123
62834,140
62836,131
62838,130
62840,128
62842,161
62844,134
62846,123
62848,126
62850,114
62852,135
62854,123
62856,113
62858,120
62860,137
62862,134
62864,128
62866,118
62868,149
62870,125
62872,118
62874,126
62876,134
62878,103
62880,109
62882,110
62884,143
62886,152
62888,135
62890,149
62892,137
62894,156
62896,142
62898,115
62900,128
62902,126
62904,142
62906,139
62908,144
62910,144
62912,137
62914,124
62916,133
62918,121
62920,142
62922,120
62924,155
62926,152
62928,145
62930,126
62932,150
62934,151
62936,131
62938,143
62940,145
62942,134
62944,145
62946,136
62948,136
62950,136
62952,140
62954,139
62956,119
62958,130
62960,121
62962,130
62964,123
62966,141
62968,151
62970,156
62972,147
62974,127
62976,132
62978,115
62980,107
62982,120
62984,125
62986,166
62988,144
62990,134
62992,142
62994,138
62996,139
62998,137
63000,142
63002,138
63004,120
63006,157
63008,146
63010,154
63012,126
63014,136
63016,138
63018,133
63020,143
63022,121
63024,139
63026,141
63028,139
63030,150
63032,144
63034,137
63036,155
63038,137
63040,140
63042,129
63044,139
63046,140
63048,149
63050,160
63052,153
63054,131
63056,135
63058,139
63060,147
63062,141
63064,126
63066,139
63068,130
63070,145
63072,130
63074,139
63076,128
63078,137
63080,132
63082,127
63084,146
63086,148
63088,148
63090,146
63092,153
63094,146
63096,126
63098,142
63100,140
63102,135
63104,144
63106,123
63108,124
63110,133
63112,117
63114,144
63116,154
63118,161
63120,151
63122,125
63124,129
63126,125
63128,128
63130,127
63132,134
63134,156
63136,137
63138,164
63140,160
63142,142
63144,127
63146,114
63148,136
63150,133
63152,137
63154,137
63156,128
63158,156
63160,133
63162,140
63164,151
63166,149
63168,147
63170,135
63172,132
63174,133
63176,127
63178,120
63180,120
63182,133
63184,139
63186,138
63188,146
63190,133
63192,142
63194,142
63196,140
63198,122
63200,130
63202,126
63204,130
63206,144
63208,136
63210,138
63212,155
63214,149
63216,163
63218,143
63220,123
63222,144
63224,111
63226,135
63228,128
63230,127
63232,162
63234,160
63236,128
63238,145
63240,134
63242,127
63244,110
63246,115
63248,130
63250,145
63252,138
63254,125
63256,155
63258,129
63260,121
63262,120
63264,112
63266,111
63268,122
63270,152
63272,141
63274,156
63276,158
63278,134
63280,126
63282,127
63284,126
63286,157
63288,153
63290,143
63292,130
63294,149
63296,137
63298,138
63300,165
63302,154
63304,151
63306,160
63308,134
63310,126
63312,125
63314,139
63316,146
63318,141
63320,154
63322,161
63324,141
63326,133
63328,139
63330,145
63332,151
63334,152
63336,131
63338,126
63340,118
63342,131
63344,135
63346,132
63348,118
63350,119
63352,143
63354,140
63356,125
63358,129
63360,133
63362,111
63364,125
63366,118
63368,142
63370,122
63372,128
63374,116
63376,136
63378,134
63380,116
63382,126
63384,162
63386,153
63388,128
63390,128
63392,162
63394,129
63396,118
63398,127
63400,144
63402,146
63404,155
63406,151
63408,123
63410,146
63412,143
63414,129
63416,123
63418,138
63420,161
63422,153
63424,140
63426,158
63428,122
63430,157
63432,141
63434,136
63436,135
63438,145
63440,145
63442,134
63444,143
63446,144
63448,114
63450,120
63452,136
63454,128
63456,145
63458,151
63460,125
63462,132
63464,135
63466,120
63468,143
63470,137
63472,115
63474,120
63476,116
63478,140
63480,130
63482,133
63484,129
63486,140
63488,124
63490,138
63492,123
63494,129
63496,150
63498,154
63500,163
63502,130
63504,130
63506,160
63508,148
63510,123
63512,130
63514,124
63516,139
63518,131
63520,143
63522,142
63524,135
63526,133
63528,133
63530,149
63532,149
63534,119
63536,127
63538,123
63540,136
63542,134
63544,135
63546,128
63548,119
63550,143
63552,138
63554,121
63556,140
63558,135
63560,143
63562,116
63564,132
63566,137
63568,137
63570,130
63572,141
63574,124
63576,150
63578,128
63580,138
63582,146
63584,135
63586,134
63588,137
63590,116
63592,138
63594,127
63596,137
63598,138
63600,149
63602,137
63604,139
63606,125
63608,144
63610,135
63612,126
63614,130
63616,161
63618,130
63620,142
63622,152
63624,148
63626,138
63628,129
63630,142
63632,128
63634,123
63636,144
63638,153
63640,145
63642,158
63644,128
63646,120
63648,138
63650,126
63652,144
63654,132
63656,138
63658,150
63660,141
63662,142
63664,125
63666,134
63668,131
63670,137
63672,150
63674,135
63676,130
63678,119
63680,147
63682,143
63684,156
63686,146
63688,149
63690,143
63692,136
63694,111
63696,112
63698,134
63700,119
63702,155
63704,134
63706,134
63708,135
63710,132
63712,111
63714,116
63716,127
63718,149
63720,141
63722,132
63724,141
63726,145
63728,126
63730,108
63732,114
63734,122
63736,136
63738,150
63740,125
63742,123
63744,152
63746,119
63748,128
63750,128
63752,135
63754,130
63756,118
63758,140
63760,138
63762,122
63764,153
63766,162
63768,136
63770,145
63772,127
63774,135
63776,122
63778,110
63780,115
63782,138
63784,154
63786,160
63788,162
63790,130
63792,139
63794,130
63796,109
63798,121
63800,134
63802,156
63804,155
63806,161
63808,146
63810,149
63812,146
63814,123
63816,115
63818,139
63820,126
63822,120
63824,120
63826,148
63828,147
63830,134
63832,135
63834,156
63836,126
63838,148
63840,142
63842,138
63844,141
63846,136
63848,130
63850,125
63852,137
63854,125
63856,124
63858,107
63860,124
63862,136
63864,121
63866,131
63868,137
63870,119
63872,137
63874,124
63876,140
63878,131
63880,116
63882,132
63884,152
63886,141
63888,132
63890,132
63892,151
63894,132
63896,138
63898,136
63900,138
63902,132
63904,123
63906,144
63908,153
63910,155
63912,129
63914,137
63916,143
63918,130
63920,108
63922,146
63924,119
63926,146
63928,155
63930,153
63932,148
63934,148
63936,143
63938,141
63940,129
63942,109
63944,119
63946,112
63948,145
63950,122
63952,160
63954,154
63956,152
63958,141
63960,135
63962,129
63964,131
63966,149
63968,118
63970,150
63972,136
63974,153
63976,136
63978,127
63980,125
63982,136
63984,146
63986,114
63988,141
63990,125
63992,147
63994,152
63996,139
63998,152
64000,157
64002,146
64004,140
64006,141
64008,131
64010,129
64012,143
64014,143
64016,142
64018,127
64020,131
64022,136
64024,153
64026,137
64028,117
64030,144
64032,126
64034,162
64036,142
64038,126
64040,132
64042,131
64044,136
64046,131
64048,148
64050,145
64052,113
64054,138
64056,132
64058,143
64060,146
64062,146
64064,147
64066,151
64068,155
64070,146
64072,157
64074,152
64076,122
64078,124
64080,151
64082,151
64084,136
64086,142
64088,158
64090,151
64092,124
64094,136
64096,129
64098,131
64100,141
64102,136
64104,135
64106,127
64108,147
64110,149
64112,131
64114,138
64116,144
64118,152
64120,128
64122,151
64124,143
64126,141
64128,129
64130,146
64132,158
64134,143
64136,178
64138,161
64140,133
64142,150
64144,114
64146,131
64148,135
64150,127
64152,153
64154,166
64156,131
64158,159
64160,139
64162,136
64164,122
64166,116
64168,128
64170,145
64172,137
64174,156
64176,143
64178,157
64180,137
64182,129
64184,153
64186,124
64188,137
64190,130
64192,117
64194,137
64196,136
64198,161
64200,159
64202,142
64204,127
64206,124
64208,132
