Tick (ms),ADC Value
1410,-4
1412,-3
1414,9
1416,-19
1418,7
1420,-3
1422,-3
1424,5
1426,-21
1428,-7
1430,-14
1432,-29
1434,7
1436,-21
1438,-11
1440,-3
1442,0
1444,-13
1446,-19
1448,-33
1450,-14
1452,-21
1454,-5
1456,-28
1458,-24
1460,-37
1462,-13
1464,-10
1466,-32
1468,6
1470,6
1472,-7
1474,-16
1476,4
1478,2
1480,-19
1482,14
1484,3
1486,-7
1488,16
1490,3
1492,11
1494,15
1496,17
1498,24
1500,2
1502,26
1504,-7
1506,24
1508,10
1510,11
1512,-3
1514,19
1516,4
1518,-3
1520,9
1522,9
1524,4
1526,1
1528,-6
1530,-7
1532,-6
1534,5
1536,-15
1538,5
1540,-8
1542,9
1544,0
1546,2
1548,-1
1550,-6
1552,-14
1554,-3
1556,-21
1558,-9
1560,-17
1562,-18
1564,-19
1566,9
1568,-4
1570,-9
1572,1
1574,0
1576,-13
1578,-26
1580,-7
1582,-11
1584,12
1586,-3
1588,13
1590,17
1592,-12
1594,13
1596,0
1598,-4
1600,-4
1602,12
1604,-20
1606,-18
1608,-17
1610,-16
1612,-10
1614,-14
1616,8
1618,-9
1620,6
1622,5
1624,12
1626,-4
1628,-4
1630,-7
1632,12
1634,10
1636,-3
1638,11
1640,3
1642,-18
1644,10
1646,-3
1648,-20
1650,0
1652,16
1654,1
1656,10
1658,-8
1660,-9
1662,2
1664,-20
1666,-9
1668,5
1670,-27
1672,-7
1674,5
1676,-23
1678,-9
1680,18
1682,10
1684,9
1686,-2
1688,-17
1690,-4
1692,-26
1694,-15
1696,11
1698,-9
1700,-4
1702,-1
1704,-10
1706,-1
1708,-14
1710,-1
1712,-18
1714,-1
1716,2
1718,-1
1720,2
1722,23
1724,30
1726,11
1728,0
1730,3
1732,-4
1734,-7
1736,16
1738,11
1740,3
1742,15
1744,13
1746,10
1748,-10
1750,-1
1752,5
1754,-6
1756,9
1758,-3
1760,21
1762,-5
1764,-12
1766,-17
1768,-9
1770,1
1772,-9
1774,-14
1776,-29
1778,10
1780,12
1782,-20
1784,-26
