Tick (ms),ADC Value
1410,7
1412,9
1414,19
1416,0
1418,16
1420,-1
1422,10
1424,22
1426,-5
1428,22
1430,2
1432,-3
1434,13
1436,5
1438,12
1440,4
1442,4
1444,15
1446,3
1448,-6
1450,-13
1452,-2
1454,16
1456,-9
1458,-20
1460,-26
1462,-12
1464,-2
1466,-30
1468,3
1470,4
1472,-6
1474,-8
1476,5
1478,6
1480,-18
1482,3
1484,2
1486,-14
1488,4
1490,0
1492,-2
1494,-2
1496,19
1498,9
1500,-5
1502,12
1504,-5
1506,17
1508,-5
1510,7
1512,-12
1514,27
1516,0
1518,-4
1520,6
1522,23
1524,-4
1526,18
1528,-5
1530,1
1532,-8
1534,31
1536,-1
1538,24
1540,-1
1542,16
1544,-5
1546,-2
1548,6
1550,4
1552,7
1554,11
1556,-9
1558,14
1560,-2
1562,-20
1564,-17
1566,17
1568,1
1570,22
1572,13
1574,7
1576,2
1578,-8
1580,6
1582,-5
1584,12
1586,-12
1588,12
1590,27
1592,0
1594,16
1596,4
1598,-19
1600,-16
1602,9
1604,-6
1606,-6
1608,-4
1610,2
1612,7
1614,-15
1616,2
1618,-21
1620,-30
1622,-12
1624,-6
1626,-4
1628,-4
1630,-9
1632,12
1634,8
1636,-10
1638,3
1640,-14
1642,-15
1644,16
1646,-2
1648,5
1650,25
1652,9
1654,12
1656,13
1658,-8
1660,-11
1662,5
1664,6
1666,3
1668,43
1670,5
1672,11
1674,17
1676,-9
1678,-1
1680,4
1682,18
1684,13
1686,1
1688,18
1690,19
1692,-6
1694,-1
1696,11
1698,2
1700,-7
1702,0
1704,0
1706,10
1708,1
1710,1
1712,-3
1714,-1
1716,-26
1718,-29
1720,-12
1722,22
1724,8
1726,4
1728,-1
1730,11
1732,-5
1734,-22
1736,3
1738,-9
1740,-13
1742,-3
1744,4
1746,26
1748,8
1750,12
1752,6
1754,-4
1756,13
1758,-5
1760,23
1762,-1
1764,7
1766,-6
1768,12
1770,16
1772,4
1774,2
1776,-21
1778,0
1780,10
1782,2
1784,19
1786,1
1788,12
1790,5
1792,16
1794,-1
1796,15
1798,11
1800,12
1802,33
1804,0
1806,26
1808,26
1810,3
1812,27
1814,0
1816,4
1818,10
1820,15
1822,26
1824,23
1826,-8
1828,25
1830,13
1832,12
1834,-11
1836,6
1838,-11
1840,-3
1842,-6
1844,8
1846,11
1848,31
1850,38
1852,-6
1854,18
1856,15
1858,-16
1860,-20
1862,-4
1864,-5
1866,9
1868,-5
1870,0
1872,21
1874,6
1876,-15
1878,-27
1880,-14
1882,-2
1884,8
1886,21
1888,31
1890,5
1892,11
1894,-7
1896,-7
1898,18
1900,3
1902,11
1904,-8
1906,25
1908,31
1910,30
1912,26
1914,-1
1916,16
1918,-5
1920,0
1922,8
1924,10
1926,11
1928,14
1930,0
1932,27
1934,9
1936,5
1938,-15
1940,-4
1942,1
1944,11
1946,23
1948,11
1950,-3
1952,22
1954,1
1956,0
1958,5
1960,-24
1962,10
1964,11
1966,13
1968,11
1970,-3
1972,12
1974,-18
1976,-11
1978,-19
1980,-3
1982,-9
1984,9
1986,10
1988,24
1990,12
1992,-4
1994,-19
1996,-4
1998,-29
2000,-10
2002,-21
2004,3
2006,25
2008,0
2010,40
2012,-2
2014,-10
2016,-4
2018,-21
2020,3
2022,-2
2024,4
2026,-13
2028,8
2030,17
2032,30
2034,-2
2036,-24
2038,-14
2040,-1
2042,-12
2044,17
2046,-7
2048,37
2050,28
2052,20
2054,5
2056,7
2058,10
2060,13
2062,3
2064,20
2066,19
2068,14
2070,37
2072,18
2074,-5
2076,-8
2078,1
2080,16
2082,5
2084,-12
2086,19
2088,8
2090,17
2092,7
2094,-10
2096,-4
2098,-2
2100,-12
2102,18
2104,-8
2106,-10
2108,-11
2110,-14
2112,14
2114,11
2116,-6
2118,0
2120,-5
2122,2
2124,9
2126,20
2128,-15
2130,24
2132,2
2134,8
2136,10
2138,20
2140,16
2142,-4
2144,5
2146,6
2148,4
2150,-6
2152,0
2154,-6
2156,9
2158,-8
2160,7
2162,23
2164,1
2166,-5
2168,12
2170,-11
2172,16
