Tick (ms),ADC Value
1410,1
1412,-10
1414,21
1416,-14
1418,6
1420,-1
1422,-8
1424,3
1426,-9
1428,10
1430,-6
1432,-11
1434,18
1436,-7
1438,-6
1440,4
1442,10
1444,-5
1446,-5
1448,-9
1450,-3
1452,1
1454,23
1456,-3
1458,-10
1460,-16
1462,-15
1464,-2
1466,-3
1468,19
1470,20
1472,5
1474,9
1476,19
1478,15
1480,-10
1482,0
1484,9
1486,-13
1488,32
1490,19
1492,13
1494,23
1496,12
1498,9
1500,-4
1502,10
1504,-14
1506,17
1508,9
1510,12
1512,-5
1514,19
1516,-1
1518,-20
1520,1
1522,0
1524,-2
1526,17
1528,6
1530,7
1532,-7
1534,5
1536,-15
1538,0
1540,-23
1542,7
1544,-12
1546,12
1548,10
1550,5
1552,5
1554,1
1556,-7
1558,4
1560,-4
1562,-6
1564,-5
1566,38
1568,13
1570,17
1572,19
1574,10
1576,6
1578,-14
1580,8
1582,1
1584,14
1586,5
1588,11
1590,20
1592,8
1594,21
1596,9
1598,5
1600,0
1602,12
1604,-13
1606,-8
1608,0
1610,2
1612,2
1614,-6
1616,12
1618,-14
1620,-2
1622,-7
1624,8
1626,-9
1628,-9
1630,9
1632,29
1634,20
1636,-7
1638,16
1640,3
1642,-2
1644,9
1646,2
1648,0
1650,-4
1652,21
1654,18
1656,6
1658,0
1660,-5
1662,8
1664,-6
1666,-17
1668,20
1670,-19
1672,20
1674,17
1676,-5
1678,17
1680,15
1682,6
1684,11
1686,2
1688,-4
1690,-4
1692,-12
1694,-5
1696,22
1698,2
1700,-5
1702,-13
1704,-5
1706,-23
1708,-25
1710,2
1712,-12
1714,8
1716,-6
1718,-13
1720,-15
1722,1
1724,-10
1726,-8
1728,-21
1730,9
1732,-3
1734,-18
1736,3
1738,0
1740,-10
1742,-2
1744,6
1746,12
1748,-6
1750,7
1752,4
1754,-10
1756,13
1758,0
1760,14
1762,-4
1764,-7
1766,-4
1768,-6
1770,11
1772,-1
1774,13
1776,-12
1778,9
1780,9
1782,-11
1784,-11
1786,-14
1788,-24
1790,2
1792,10
1794,-10
1796,9
1798,9
1800,8
1802,10
1804,-5
1806,1
1808,6
1810,-5
1812,17
1814,-9
1816,0
1818,-7
1820,9
1822,4
1824,-3
1826,-8
1828,1
1830,0
1832,-14
1834,-22
1836,-3
1838,-19
1840,-13
1842,-9
1844,1
1846,15
1848,10
1850,10
1852,-6
1854,2
1856,16
1858,-4
1860,-2
1862,17
1864,-5
1866,20
1868,-7
1870,-1
1872,6
1874,2
1876,0
1878,-6
1880,12
1882,21
1884,17
1886,35
1888,20
1890,0
1892,7
1894,1
1896,5
1898,21
1900,13
1902,30
1904,-4
1906,13
1908,16
1910,11
1912,-1
1914,-8
1916,-4
1918,-3
1920,0
1922,15
1924,5
1926,-6
1928,-5
1930,-11
1932,6
1934,-4
1936,8
1938,5
1940,-2
1942,8
1944,10
1946,-3
1948,-15
1950,-24
1952,4
1954,-9
1956,0
1958,14
1960,-2
1962,26
1964,11
1966,11
1968,0
1970,-15
1972,-5
1974,-5
1976,18
1978,20
1980,21
1982,13
1984,13
1986,-3
1988,6
1990,-3
1992,-2
1994,0
1996,34
1998,10
2000,24
2002,8
2004,3
2006,17
2008,7
2010,19
2012,9
2014,22
2016,33
2018,15
2020,11
2022,10
2024,9
2026,-12
2028,14
2030,13
2032,20
2034,20
2036,-5
2038,11
2040,4
2042,1
2044,-2
2046,-3
2048,13
2050,8
2052,-9
2054,-12
2056,-6
2058,-10
2060,0
2062,-25
2064,-4
2066,-6
2068,-14
2070,0
2072,-7
2074,-22
2076,-13
2078,-8
2080,13
2082,-15
2084,-18
2086,7
2088,-26
2090,3
2092,15
2094,3
2096,20
2098,13
2100,1
2102,20
2104,10
2106,12
2108,6
2110,9
2112,42
2114,41
2116,22
2118,23
2120,40
2122,27
2124,38
2126,18
2128,0
2130,27
2132,0
2134,0
2136,-4
2138,-4
2140,-5
2142,-5
2144,-24
2146,6
2148,10
2150,-1
2152,-4
2154,-18
2156,1
2158,-17
2160,-10
2162,2
2164,-15
2166,-30
2168,-17
2170,-14
2172,-9
2174,-15
2176,-23
2178,12
2180,12
2182,-10
2184,16
2186,12
2188,1
2190,8
2192,16
2194,17
2196,12
2198,28
2200,3
2202,13
2204,8
2206,-2
2208,5
2210,4
2212,26
2214,10
2216,-11
2218,-5
2220,1
2222,9
2224,4
2226,-2
2228,-8
2230,0
2232,3
2234,17
2236,6
2238,-8
2240,4
2242,14
2244,12
2246,0
2248,22
2250,-13
2252,0
2254,18
2256,-2
2258,11
2260,19
2262,6
2264,16
2266,29
2268,0
2270,3
2272,7
2274,14
2276,12
2278,11
2280,-2
2282,18
2284,18
2286,-4
2288,4
2290,-21
2292,-8
2294,12
2296,8
2298,-6
2300,-8
2302,9
2304,-14
2306,-8
2308,-10
2310,-6
2312,-16
2314,8
2316,-8
2318,12
2320,-3
2322,16
2324,7
2326,2
2328,-3
2330,-2
2332,21
2334,7
2336,24
2338,12
2340,24
2342,18
2344,0
2346,13
2348,24
2350,5
2352,9
2354,27
2356,14
2358,20
2360,37
2362,33
2364,15
2366,17
2368,19
2370,12
2372,23
2374,18
2376,7
2378,13
2380,10
2382,4
2384,25
2386,21
2388,-2
2390,-9
2392,23
2394,22
2396,12
2398,-3
2400,0
2402,-8
2404,0
2406,10
2408,-12
2410,-1
2412,-11
2414,-6
2416,8
2418,8
2420,1
2422,8
2424,19
2426,-9
2428,22
2430,16
2432,26
2434,1
2436,10
2438,31
2440,13
2442,16
2444,14
2446,16
2448,10
2450,15
2452,17
2454,-6
2456,18
2458,3
2460,-6
2462,-4
2464,12
2466,17
2468,-7
2470,23
2472,-2
2474,-1
2476,13
2478,-3
2480,15
2482,20
2484,-11
2486,13
2488,-10
2490,1
2492,14
2494,-9
2496,15
2498,-2
2500,-6
2502,14
2504,-4
2506,14
2508,2
2510,-8
2512,20
2514,-5
2516,19
2518,2
2520,6
2522,1
2524,-10
2526,-6
2528,15
2530,17
2532,8
2534,25
2536,16
2538,21
2540,-2
2542,15
2544,21
2546,20
2548,4
2550,7
2552,6
2554,-24
2556,-19
2558,-13
2560,12
2562,25
2564,4
2566,0
2568,10
2570,13
2572,21
2574,0
2576,-11
2578,-9
2580,24
2582,17
2584,7
2586,3
2588,5
2590,-4
2592,22
2594,-16
2596,-2
2598,12
2600,-10
2602,13
2604,24
2606,5
2608,5
2610,2
2612,-9
2614,-5
2616,0
2618,16
2620,19
2622,25
2624,-4
2626,-8
2628,6
2630,7
2632,-13
2634,-21
2636,20
2638,19
2640,4
2642,5
2644,10
2646,22
2648,8
2650,12
2652,11
2654,12
2656,10
2658,32
2660,9
2662,21
2664,27
2666,-11
2668,23
2670,24
2672,14
2674,-3
2676,3
2678,-5
2680,10
2682,8
2684,11
2686,16
2688,12
2690,10
2692,2
2694,6
2696,14
2698,5
2700,-5
2702,16
2704,6
2706,12
2708,13
2710,5
2712,-1
2714,7
2716,-3
2718,-4
2720,-1
2722,6
2724,-4
2726,-6
2728,11
2730,12
2732,14
2734,-16
2736,-11
2738,10
2740,-11
2742,-5
2744,11
2746,19
2748,0
2750,2
2752,-6
2754,0
2756,13
2758,2
2760,26
2762,12
2764,17
