Tick (ms),ADC Value
13432,42
13434,25
13436,13
13438,40
13440,38
13442,30
13444,50
13446,48
13448,49
13450,57
13452,55
13454,43
13456,38
13458,9
13460,16
13462,44
13464,33
13466,24
13468,43
13470,15
13472,9
13474,9
13476,1
13478,26
13480,4
13482,31
13484,13
13486,23
13488,18
13490,23
13492,30
13494,19
13496,16
13498,9
13500,-4
13502,0
13504,0
13506,16
13508,20
13510,20
13512,-2
13514,-1
13516,7
13518,12
13520,7
13522,6
13524,33
13526,17
13528,24
13530,9
13532,4
13534,1
13536,5
13538,1
13540,-13
13542,23
13544,-6
13546,16
13548,20
13550,-17
13552,5
13554,-11
13556,13
13558,0
13560,-13
13562,-5
13564,5
13566,8
13568,10
13570,-12
13572,9
13574,4
13576,-12
13578,-15
13580,-16
13582,0
13584,-20
13586,-7
13588,-20
13590,-8
13592,6
13594,-24
13596,-5
13598,-1
13600,-19
13602,-16
13604,-36
13606,-22
13608,-4
13610,-19
13612,-6
13614,-27
13616,-13
13618,-24
13620,-39
13622,-18
13624,-31
13626,0
13628,-28
13630,-11
13632,-20
13634,-5
13636,7
13638,-3
13640,-6
13642,-18
13644,-15
13646,-28
13648,-11
13650,4
13652,22
13654,-26
13656,0
13658,-7
13660,-1
13662,-14
13664,-17
13666,-13
13668,-11
13670,-11
13672,8
13674,-24
13676,-12
13678,-15
13680,-28
13682,-9
13684,-28
13686,0
13688,1
13690,-9
13692,-11
13694,-21
13696,-3
13698,-5
13700,0
13702,-27
13704,-14
13706,7
13708,-10
13710,6
13712,-17
13714,-14
13716,-17
13718,6
13720,12
13722,11
13724,1
13726,27
13728,1
13730,19
13732,15
13734,14
13736,14
13738,31
13740,7
13742,9
13744,12
13746,41
13748,25
13750,10
13752,23
13754,19
13756,37
13758,23
13760,14
13762,9
13764,22
13766,15
13768,50
13770,36
13772,33
13774,27
13776,2
13778,8
13780,5
13782,6
13784,7
13786,35
13788,36
13790,31
13792,41
13794,26
13796,19
13798,36
13800,42
13802,39
13804,55
13806,27
13808,32
13810,43
13812,46
13814,52
13816,22
13818,40
13820,24
13822,51
13824,38
13826,61
13828,56
13830,44
13832,60
13834,55
13836,36
13838,54
13840,54
13842,60
13844,63
13846,49
13848,60
13850,55
13852,39
13854,27
13856,66
13858,55
13860,46
13862,65
13864,49
13866,49
13868,63
13870,55
13872,34
13874,54
13876,42
13878,28
13880,51
13882,51
13884,50
13886,36
13888,42
13890,53
13892,56
13894,69
13896,40
13898,58
13900,68
13902,57
13904,61
13906,52
13908,45
13910,39
13912,43
13914,33
13916,47
13918,53
13920,59
13922,62
13924,40
13926,22
13928,16
13930,33
13932,10
13934,36
13936,48
13938,50
13940,46
13942,35
13944,54
13946,44
13948,46
13950,33
13952,30
13954,29
13956,38
13958,63
13960,44
13962,41
13964,33
13966,48
13968,23
13970,37
13972,34
13974,59
13976,59
13978,42
13980,41
13982,52
13984,66
13986,46
13988,37
13990,47
13992,52
13994,25
13996,50
13998,39
14000,41
14002,49
14004,49
14006,44
14008,38
14010,55
14012,28
14014,41
14016,51
14018,32
14020,35
14022,64
14024,24
14026,30
14028,34
14030,26
14032,12
14034,28
14036,15
14038,40
14040,43
14042,25
14044,31
14046,28
14048,28
14050,34
14052,19
14054,27
14056,36
14058,42
14060,22
14062,34
14064,44
14066,50
14068,31
14070,48
14072,24
14074,27
14076,24
14078,41
14080,36
14082,29
14084,32
14086,44
14088,25
14090,30
14092,44
14094,31
14096,35
14098,25
14100,28
14102,32
14104,32
14106,44
14108,19
14110,54
14112,34
14114,27
14116,19
14118,22
14120,37
14122,22
14124,43
14126,26
14128,23
14130,45
14132,26
14134,16
14136,11
14138,16
14140,36
14142,19
14144,32
14146,43
14148,35
14150,24
14152,19
14154,12
14156,3
14158,28
14160,29
14162,21
14164,20
14166,23
14168,18
14170,-4
14172,16
14174,33
14176,6
14178,18
14180,9
14182,2
14184,14
14186,28
14188,21
14190,23
14192,9
14194,21
14196,17
14198,13
14200,11
14202,9
14204,9
14206,-3
14208,10
14210,11
14212,23
14214,0
14216,16
14218,44
14220,34
14222,9
14224,40
14226,25
14228,29
14230,-2
14232,12
14234,21
14236,11
14238,17
14240,-3
14242,7
14244,2
14246,-2
14248,12
14250,0
14252,-3
14254,0
14256,10
14258,-10
14260,-17
14262,-9
14264,-7
14266,-16
14268,-23
14270,0
14272,-8
14274,-8
14276,-8
14278,-15
14280,11
14282,-9
14284,-2
14286,-10
14288,-4
14290,-6
14292,-9
14294,0
14296,-23
14298,-7
14300,-15
14302,4
14304,0
14306,-9
14308,-8
14310,-25
14312,-22
14314,-1
14316,-7
14318,12
14320,3
14322,-11
14324,3
14326,10
14328,-10
14330,26
14332,9
14334,-4
14336,13
14338,6
14340,9
14342,8
14344,15
14346,17
14348,-15
14350,-17
14352,1
14354,-19
14356,-3
14358,11
14360,-2
14362,-8
14364,1
14366,-11
14368,-8
14370,1
14372,11
14374,-2
14376,-16
14378,6
14380,8
14382,21
14384,-23
14386,-1
14388,6
14390,5
14392,-2
14394,7
14396,-5
14398,30
14400,24
14402,0
14404,1
14406,8
14408,31
14410,14
14412,12
14414,0
14416,3
14418,25
14420,6
14422,26
14424,13
14426,10
14428,10
14430,7
14432,42
14434,26
14436,29
14438,38
14440,23
14442,24
14444,27
14446,32
14448,16
14450,28
14452,38
14454,20
14456,13
14458,17
14460,25
14462,8
14464,22
14466,11
14468,9
14470,28
14472,18
14474,27
14476,23
14478,33
14480,29
14482,36
14484,38
14486,45
14488,38
14490,28
14492,23
14494,20
14496,61
14498,39
14500,66
14502,39
14504,63
14506,43
14508,58
14510,44
14512,44
14514,39
14516,43
14518,50
14520,45
14522,46
14524,54
14526,20
14528,31
14530,16
14532,15
14534,39
14536,50
14538,33
14540,33
14542,47
14544,40
14546,41
14548,58
14550,51
14552,34
14554,38
14556,43
14558,47
14560,68
14562,79
14564,69
14566,65
14568,56
14570,67
14572,42
14574,75
14576,50
14578,54
14580,59
14582,76
14584,84
14586,62
14588,67
14590,80
14592,66
14594,60
14596,46
14598,64
14600,49
14602,74
14604,52
14606,59
14608,38
14610,49
14612,28
14614,45
14616,29
14618,38
14620,28
14622,29
14624,50
14626,18
14628,46
14630,26
14632,25
14634,25
14636,19
14638,65
14640,54
14642,35
14644,40
14646,54
14648,32
14650,40
14652,69
14654,60
14656,47
14658,58
14660,47
14662,72
14664,51
14666,62
14668,66
14670,61
14672,52
14674,25
14676,21
14678,44
14680,52
14682,25
14684,30
14686,37
14688,20
14690,38
14692,8
14694,40
14696,31
14698,4
14700,18
14702,19
14704,40
14706,19
14708,33
14710,10
14712,25
14714,35
14716,25
14718,20
14720,24
14722,5
14724,24
14726,34
14728,38
14730,33
14732,21
14734,37
14736,13
14738,27
14740,47
14742,13
14744,17
14746,35
14748,37
14750,19
14752,17
14754,32
14756,47
14758,26
14760,5
14762,0
14764,14
14766,15
14768,31
14770,3
14772,19
14774,13
14776,-5
14778,3
14780,-4
14782,3
14784,-13
14786,-15
14788,6
14790,-7
14792,12
14794,-18
14796,-6
14798,-13
14800,-16
14802,9
14804,28
14806,33
14808,9
14810,18
14812,10
14814,22
14816,6
14818,35
14820,2
14822,35
14824,28
14826,5
14828,2
14830,9
14832,4
14834,22
14836,7
14838,32
14840,28
14842,20
14844,11
14846,16
14848,3
14850,0
14852,6
14854,23
14856,20
14858,15
14860,12
14862,26
14864,-1
14866,-1
14868,14
14870,0
14872,-2
14874,-3
14876,-7
14878,14
14880,29
14882,0
14884,22
14886,-10
14888,0
14890,16
14892,11
14894,11
14896,0
14898,7
14900,24
14902,4
14904,34
14906,31
14908,1
14910,15
14912,12
14914,25
14916,14
14918,46
14920,34
14922,32
14924,26
14926,15
14928,24
14930,5
14932,6
14934,14
14936,20
14938,29
14940,20
14942,16
14944,10
14946,22
14948,22
14950,-2
14952,4
14954,7
14956,4
14958,20
14960,10
14962,18
14964,46
14966,24
14968,15
14970,1
14972,13
14974,27
14976,32
14978,31
14980,31
14982,14
14984,25
14986,26
14988,5
14990,19
14992,1
14994,12
14996,17
14998,32
15000,20
15002,19
15004,18
15006,28
15008,12
15010,8
15012,33
15014,15
15016,6
15018,1
15020,16
15022,4
15024,7
15026,10
15028,-14
15030,0
15032,-3
15034,-8
15036,6
15038,5
15040,18
15042,18
15044,-5
15046,14
15048,14
15050,24
15052,-14
15054,-3
15056,3
15058,8
15060,22
15062,12
15064,19
15066,15
15068,20
15070,13
15072,34
15074,42
15076,37
15078,18
15080,30
15082,22
15084,38
15086,21
15088,44
15090,31
15092,32
15094,44
15096,19
15098,34
15100,7
15102,20
15104,22
15106,14
15108,21
15110,19
15112,22
15114,16
15116,9
15118,31
15120,14
15122,5
15124,20
15126,-15
15128,24
15130,9
15132,10
15134,5
15136,18
15138,20
15140,25
15142,8
15144,11
15146,10
15148,20
15150,20
15152,37
15154,30
15156,41
15158,41
15160,37
15162,22
15164,33
15166,38
15168,44
15170,46
15172,42
15174,51
15176,19
15178,52
15180,59
15182,70
15184,51
15186,35
15188,32
15190,40
15192,54
15194,47
15196,62
15198,34
15200,61
15202,40
15204,54
15206,47
15208,57
15210,53
15212,54
15214,26
15216,38
15218,53
15220,63
15222,59
15224,55
15226,62
15228,63
15230,38
15232,41
15234,43
15236,47
15238,47
15240,37
15242,44
15244,47
15246,70
15248,52
15250,46
15252,30
15254,34
15256,59
15258,33
15260,46
15262,56
15264,50
15266,33
15268,35
15270,22
15272,23
15274,36
15276,30
15278,41
15280,31
15282,50
15284,45
15286,45
15288,51
15290,54
15292,34
15294,23
15296,43
15298,31
15300,34
15302,43
15304,47
15306,61
15308,34
15310,68
15312,34
15314,52
15316,61
15318,42
15320,63
15322,45
15324,71
15326,61
15328,45
15330,54
15332,50
15334,41
15336,41
15338,50
15340,44
15342,42
15344,54
15346,62
15348,37
15350,46
15352,27
15354,29
15356,15
15358,22
15360,15
15362,19
15364,11
15366,34
15368,43
15370,34
15372,26
15374,13
15376,-2
15378,-3
15380,17
15382,9
15384,22
15386,5
15388,11
15390,35
15392,31
15394,13
15396,0
15398,-15
15400,-11
15402,0
15404,6
15406,7
15408,32
15410,27
15412,34
15414,28
15416,25
15418,7
15420,2
15422,27
15424,24
15426,51
15428,21
15430,31
15432,10
15434,17
15436,33
15438,7
15440,20
15442,19
15444,28
15446,17
15448,28
15450,26
15452,11
15454,8
15456,11
15458,-15
15460,0
15462,-1
15464,14
15466,-5
15468,32
15470,23
15472,45
15474,31
15476,-4
15478,-8
15480,2
15482,1
15484,-1
15486,16
15488,12
15490,15
15492,26
15494,14
15496,8
15498,8
15500,22
15502,5
15504,-8
15506,-10
15508,26
15510,-11
15512,36
15514,10
15516,-6
15518,-14
15520,-14
15522,-22
15524,-21
15526,0
15528,13
15530,7
15532,9
15534,2
15536,11
15538,-2
15540,24
15542,3
15544,2
15546,8
15548,29
15550,32
15552,12
15554,16
15556,30
15558,13
15560,0
15562,9
15564,17
15566,4
15568,25
15570,0
15572,26
15574,20
15576,32
15578,35
15580,1
15582,9
15584,17
15586,14
15588,17
15590,16
15592,21
15594,30
15596,13
15598,14
15600,2
15602,-5
15604,3
15606,-3
15608,11
15610,28
15612,14
15614,11
15616,24
15618,24
15620,20
15622,1
15624,-25
15626,-12
15628,16
15630,27
15632,3
15634,10
15636,20
15638,26
15640,-4
15642,-12
15644,20
15646,-4
15648,16
15650,37
15652,21
15654,15
15656,47
15658,23
15660,21
15662,6
15664,34
15666,22
15668,6
15670,5
15672,42
15674,40
15676,30
15678,36
15680,32
15682,17
15684,11
15686,9
15688,17
15690,26
15692,13
15694,23
15696,11
15698,30
15700,35
15702,18
15704,29
15706,18
15708,36
15710,21
15712,17
15714,11
15716,29
15718,45
15720,23
15722,22
15724,18
15726,34
15728,17
15730,22
15732,18
15734,43
15736,24
15738,32
15740,45
15742,43
15744,39
15746,33
15748,7
15750,11
15752,42
15754,32
15756,38
15758,40
15760,47
15762,33
15764,32
15766,12
15768,20
15770,12
15772,28
15774,29
15776,9
15778,27
15780,21
15782,5
15784,17
15786,6
15788,25
15790,21
15792,23
15794,52
15796,34
15798,56
15800,16
15802,32
15804,40
15806,30
15808,47
15810,64
15812,38
15814,37
15816,35
15818,45
15820,26
15822,45
15824,44
15826,34
15828,32
15830,30
15832,24
15834,55
15836,51
15838,51
15840,46
15842,45
15844,22
15846,41
15848,31
15850,39
15852,23
15854,31
15856,39
15858,8
15860,30
15862,34
15864,24
15866,14
15868,23
15870,30
15872,52
15874,24
15876,31
15878,33
15880,37
15882,18
15884,47
15886,38
15888,17
15890,10
15892,16
15894,36
15896,21
15898,28
15900,38
15902,36
15904,34
15906,47
15908,15
15910,31
15912,32
15914,24
15916,54
15918,17
15920,19
15922,31
15924,16
15926,39
15928,28
15930,20
15932,42
15934,12
15936,35
15938,46
15940,45
15942,21
15944,19
15946,45
15948,39
15950,38
15952,25
15954,41
15956,57
15958,58
15960,28
15962,57
15964,45
15966,19
15968,33
15970,21
15972,39
15974,40
15976,26
15978,40
15980,61
15982,49
15984,39
15986,33
15988,51
15990,53
15992,26
15994,21
15996,31
15998,43
16000,26
16002,40
16004,38
16006,41
16008,21
16010,30
16012,29
16014,28
16016,40
16018,22
16020,28
16022,23
16024,20
16026,15
16028,38
16030,36
16032,32
16034,29
16036,19
16038,30
16040,46
16042,47
16044,31
16046,49
16048,25
16050,46
16052,32
16054,37
16056,20
16058,28
16060,40
16062,26
16064,30
16066,10
16068,24
16070,36
16072,23
16074,17
16076,49
16078,21
16080,23
16082,40
16084,19
16086,34
16088,22
16090,33
16092,34
16094,11
16096,38
16098,3
16100,33
16102,24
16104,13
16106,17
16108,35
16110,19
16112,11
