Tick (ms),ADC Value
1410,8
1412,-6
1414,8
1416,-2
1418,14
1420,18
1422,20
1424,26
1426,1
1428,19
1430,5
1432,-16
1434,11
1436,-8
1438,-7
1440,11
1442,15
1444,24
1446,6
1448,-6
1450,-1
1452,2
1454,10
1456,-9
1458,-2
1460,-6
1462,8
1464,19
1466,-8
1468,16
1470,7
1472,0
1474,-4
1476,5
1478,1
1480,-9
1482,0
1484,13
1486,-9
1488,18
1490,9
1492,-8
1494,0
1496,5
1498,4
1500,-8
1502,14
1504,-18
1506,11
1508,11
1510,-5
1512,-24
1514,7
1516,-21
1518,-12
1520,4
1522,5
1524,2
1526,37
1528,7
1530,-8
1532,-18
1534,17
1536,-13
1538,9
1540,-8
1542,20
1544,-6
1546,21
1548,11
1550,-5
1552,4
1554,10
1556,1
1558,19
1560,24
1562,-7
1564,6
1566,27
1568,3
1570,20
1572,4
1574,-15
1576,-12
1578,-9
1580,8
1582,-22
1584,24
1586,-1
1588,-4
1590,9
1592,-17
1594,16
1596,-1
1598,-1
1600,3
1602,17
1604,-1
1606,-6
1608,-4
1610,3
1612,-16
1614,-16
1616,3
1618,-10
1620,-9
1622,0
1624,13
1626,2
1628,-3
1630,5
1632,15
1634,9
1636,-13
1638,12
1640,-8
1642,-4
1644,32
1646,7
1648,-3
1650,10
1652,4
1654,10
1656,-3
1658,-23
1660,-16
1662,1
1664,-1
1666,1
1668,21
1670,4
1672,15
1674,9
1676,-20
1678,1
1680,24
1682,20
1684,19
1686,12
1688,9
1690,7
1692,-19
1694,-20
1696,6
1698,-10
1700,2
1702,0
1704,3
1706,11
1708,10
1710,14
1712,0
1714,5
1716,-18
1718,-10
1720,4
1722,25
1724,25
1726,17
1728,-1
1730,17
1732,-8
1734,-21
1736,3
1738,-9
1740,-5
1742,0
1744,8
1746,22
1748,14
1750,12
1752,9
1754,-2
1756,8
1758,-10
1760,11
1762,9
1764,-7
1766,-8
1768,3
1770,19
1772,10
1774,1
1776,-15
1778,13
1780,29
1782,-5
1784,12
1786,4
1788,-8
1790,1
1792,3
1794,-3
1796,26
1798,13
1800,13
1802,22
1804,-9
1806,17
1808,21
1810,18
1812,18
1814,6
1816,10
1818,14
1820,4
1822,28
1824,15
1826,-2
1828,7
1830,12
1832,9
1834,-5
1836,-12
1838,-30
1840,-22
1842,-20
1844,4
1846,13
1848,18
1850,8
1852,-8
1854,20
1856,1
1858,-8
1860,-15
1862,13
1864,1
1866,16
1868,1
1870,-2
1872,22
1874,1
1876,-16
1878,-16
1880,-6
1882,3
1884,8
1886,37
1888,15
1890,10
1892,12
1894,-2
1896,0
1898,18
1900,8
1902,20
1904,1
1906,12
1908,20
1910,23
1912,4
1914,-2
1916,-6
1918,0
1920,-16
1922,3
1924,11
1926,7
1928,22
1930,20
1932,7
1934,16
1936,13
1938,8
1940,3
1942,-7
1944,3
1946,23
1948,5
1950,7
1952,14
1954,0
1956,-14
1958,18
1960,-2
1962,15
1964,-5
1966,34
1968,7
1970,-2
1972,-1
1974,-11
1976,1
1978,-1
1980,1
1982,-2
1984,17
1986,-3
1988,15
1990,12
1992,0
1994,-5
1996,22
1998,-12
2000,12
2002,-2
2004,-8
2006,14
2008,11
2010,26
2012,5
2014,19
2016,11
2018,-5
2020,3
2022,4
2024,7
2026,4
2028,26
2030,19
2032,20
2034,18
2036,-7
2038,11
2040,8
2042,-2
2044,2
2046,4
2048,13
2050,10
2052,-6
2054,0
2056,-8
2058,7
2060,2
2062,-8
2064,0
2066,6
2068,12
2070,26
2072,14
2074,5
2076,-14
2078,-4
2080,18
2082,17
2084,-2
2086,28
2088,4
2090,13
2092,23
2094,13
2096,18
2098,10
2100,0
2102,19
2104,0
2106,3
2108,-2
2110,-1
2112,16
2114,28
2116,13
2118,6
2120,8
2122,-1
2124,12
2126,8
2128,-1
2130,20
2132,12
2134,5
2136,16
2138,5
2140,4
2142,2
2144,-13
2146,8
2148,7
2150,0
2152,0
2154,-6
2156,8
2158,-5
2160,-5
2162,-4
2164,-11
2166,-12
2168,17
2170,-7
2172,13
2174,6
2176,0
2178,22
2180,32
2182,-18
2184,18
2186,31
2188,-2
2190,15
2192,32
2194,36
2196,18
2198,11
2200,-6
2202,14
2204,0
2206,2
2208,7
2210,11
2212,40
2214,28
2216,7
2218,-10
2220,11
2222,3
2224,0
2226,8
2228,3
2230,15
2232,10
2234,23
2236,16
2238,2
2240,-1
2242,-2
2244,-1
2246,0
2248,16
2250,0
2252,5
2254,23
2256,7
2258,8
2260,-7
2262,-7
2264,11
2266,15
2268,0
2270,5
2272,26
2274,25
2276,9
2278,11
2280,-5
2282,1
2284,-4
2286,3
2288,15
2290,8
2292,6
2294,24
2296,27
2298,-6
2300,-7
2302,16
2304,7
2306,13
2308,14
2310,28
2312,6
2314,21
2316,1
2318,17
2320,6
2322,23
2324,20
2326,35
2328,-1
2330,14
2332,31
2334,0
2336,24
2338,-2
2340,13
2342,18
2344,13
2346,17
2348,24
2350,0
2352,9
2354,20
2356,4
2358,26
2360,25
2362,34
2364,8
2366,10
2368,23
2370,16
2372,23
2374,16
2376,7
2378,7
2380,19
2382,8
2384,17
2386,12
2388,6
2390,-5
2392,22
2394,19
2396,21
2398,2
2400,-6
2402,-10
2404,7
2406,16
2408,-3
2410,13
2412,0
2414,-4
2416,7
2418,16
2420,3
2422,4
2424,24
2426,0
2428,28
2430,19
2432,24
2434,-5
2436,2
2438,7
2440,17
2442,23
2444,28
2446,17
2448,33
2450,27
2452,18
2454,-2
2456,38
2458,32
2460,8
2462,0
2464,21
2466,47
2468,4
2470,23
2472,1
2474,5
2476,28
2478,17
2480,21
2482,7
2484,-11
2486,1
2488,2
2490,6
2492,0
2494,4
2496,9
2498,0
2500,0
2502,12
2504,-15
2506,2
2508,1
2510,-19
2512,4
2514,-12
2516,19
2518,15
2520,14
2522,-11
2524,-24
2526,-20
2528,24
2530,24
2532,11
2534,30
2536,17
2538,38
2540,28
2542,19
2544,11
2546,22
2548,5
2550,20
2552,31
2554,19
2556,17
2558,18
2560,32
2562,23
2564,12
2566,5
2568,10
2570,32
2572,38
2574,36
2576,17
2578,14
2580,47
2582,25
2584,3
2586,3
2588,13
2590,0
2592,24
2594,-6
2596,-1
2598,8
2600,-4
2602,-1
2604,17
2606,2
2608,-2
2610,9
2612,4
2614,-8
2616,15
2618,25
2620,31
2622,17
2624,-5
2626,-15
2628,-7
2630,14
2632,-17
2634,-13
2636,14
2638,11
2640,4
2642,-3
2644,-9
2646,-5
2648,2
2650,17
2652,18
2654,8
2656,10
2658,34
2660,11
2662,39
2664,19
2666,2
2668,14
2670,15
2672,12
2674,-7
2676,8
2678,9
2680,27
2682,24
2684,-1
2686,3
2688,18
2690,18
2692,-5
2694,2
2696,0
2698,-1
2700,1
2702,32
2704,15
2706,-5
2708,1
2710,11
2712,4
2714,6
2716,-5
2718,11
2720,9
2722,23
2724,2
2726,-9
2728,-8
2730,22
2732,18
2734,0
2736,-2
2738,20
2740,2
2742,5
2744,12
2746,15
2748,-17
2750,-11
2752,-7
2754,-6
2756,3
2758,6
2760,31
2762,23
2764,10
2766,5
2768,18
2770,14
2772,1
2774,6
2776,23
2778,34
2780,28
2782,8
2784,-7
2786,5
2788,11
2790,-15
2792,3
2794,28
2796,14
2798,13
2800,13
2802,19
2804,16
2806,-2
2808,-2
2810,-8
2812,19
2814,-2
2816,25
2818,4
2820,17
2822,0
2824,0
2826,16
2828,20
2830,5
2832,6
2834,11
2836,-7
2838,26
2840,14
2842,3
2844,4
2846,-1
2848,10
2850,11
2852,6
2854,2
2856,-13
2858,0
2860,17
2862,9
2864,14
2866,9
2868,0
2870,14
2872,4
2874,-1
2876,25
2878,26
2880,25
2882,-4
2884,10
2886,18
2888,27
2890,29
2892,5
2894,17
2896,17
2898,28
2900,6
2902,-1
2904,31
2906,9
2908,2
2910,4
2912,-3
2914,1
2916,9
2918,17
2920,23
2922,2
2924,3
2926,3
2928,26
2930,9
2932,-6
2934,-2
2936,25
2938,13
2940,11
2942,22
2944,2
2946,0
2948,-12
2950,17
2952,10
2954,6
2956,3
2958,15
2960,4
2962,7
2964,0
2966,17
2968,18
2970,1
2972,6
2974,14
2976,29
2978,12
2980,14
2982,6
2984,23
2986,27
2988,-6
2990,19
2992,3
2994,22
2996,23
2998,6
3000,8
3002,14
3004,29
3006,21
3008,22
3010,24
3012,25
3014,25
3016,9
3018,11
3020,7
3022,5
3024,18
3026,0
3028,24
3030,3
3032,6
3034,4
3036,20
3038,26
3040,18
3042,14
3044,29
3046,-2
3048,13
3050,11
3052,1
3054,-9
3056,19
3058,7
3060,6
3062,2
3064,9
3066,1
3068,-7
3070,-5
3072,-12
3074,10
3076,0
3078,5
3080,17
3082,38
3084,29
3086,0
3088,16
3090,21
3092,-7
3094,-3
3096,-5
3098,15
3100,29
3102,25
3104,4
3106,24
3108,32
3110,11
3112,26
3114,7
3116,12
3118,13
3120,18
3122,17
3124,32
3126,8
3128,26
3130,14
3132,-3
3134,-1
3136,0
3138,1
3140,6
3142,22
3144,27
3146,25
3148,4
3150,25
3152,-2
3154,13
3156,10
3158,1
3160,13
3162,-6
3164,-3
3166,11
3168,16
3170,8
3172,13
3174,3
3176,19
3178,33
3180,0
3182,9
3184,1
3186,11
3188,18
3190,26
3192,21
3194,6
3196,10
3198,-2
3200,11
3202,17
3204,26
3206,16
3208,17
3210,6
3212,16
3214,27
3216,13
3218,31
3220,34
3222,7
3224,30
3226,0
3228,4
3230,6
3232,-5
3234,6
3236,30
3238,4
3240,23
3242,24
3244,6
3246,45
3248,21
3250,13
3252,16
3254,0
3256,9
3258,27
3260,28
3262,34
3264,30
3266,15
3268,20
3270,6
3272,-1
3274,10
3276,23
3278,20
3280,29
3282,35
3284,14
3286,15
3288,-8
3290,-33
3292,-14
3294,10
3296,-11
3298,20
3300,10
3302,18
3304,29
3306,15
3308,4
3310,13
3312,14
3314,23
3316,-9
3318,22
3320,30
3322,22
3324,0
3326,-2
3328,17
3330,-6
3332,-3
3334,24
3336,-4
3338,35
3340,20
3342,20
3344,18
3346,31
3348,15
3350,12
3352,19
3354,34
3356,19
3358,28
3360,25
3362,16
3364,29
3366,14
3368,19
3370,-3
3372,21
3374,30
3376,8
3378,16
3380,29
3382,17
3384,9
3386,-4
3388,8
3390,10
3392,6
3394,-2
3396,8
3398,-5
3400,3
3402,9
3404,9
3406,10
3408,-8
3410,-15
3412,8
3414,-8
3416,-3
3418,3
3420,28
3422,20
3424,19
3426,-2
3428,7
3430,0
3432,8
3434,1
3436,21
3438,0
3440,7
3442,12
3444,13
3446,6
3448,16
3450,-7
3452,21
3454,17
3456,24
3458,21
3460,9
3462,15
3464,35
3466,9
3468,11
3470,3
3472,-8
3474,1
3476,14
3478,12
3480,17
3482,3
3484,-5
3486,5
3488,0
3490,8
3492,-4
3494,11
3496,21
3498,3
3500,28
3502,29
3504,8
3506,10
3508,-16
3510,-10
3512,3
3514,16
3516,26
3518,-3
3520,33
3522,10
3524,-12
3526,16
3528,5
3530,-11
