Tick (ms),ADC Value
1410,10
1412,7
1414,19
1416,-5
1418,20
1420,-2
1422,0
1424,1
1426,-21
1428,8
1430,6
1432,-1
1434,18
1436,3
1438,0
1440,22
1442,9
1444,20
1446,1
1448,5
1450,-6
1452,16
1454,9
1456,-10
1458,-4
1460,-9
1462,-11
1464,-2
1466,-20
1468,9
1470,10
1472,-8
1474,5
1476,6
1478,1
1480,-14
1482,9
1484,18
1486,-14
1488,19
1490,12
1492,5
1494,2
1496,8
1498,11
1500,-3
1502,19
1504,-13
1506,18
1508,10
1510,4
1512,-12
1514,18
1516,2
1518,-1
1520,12
1522,13
1524,-2
1526,7
1528,-6
1530,-3
1532,-7
1534,-3
1536,-11
1538,-1
1540,-15
1542,22
1544,-8
1546,3
1548,-3
1550,1
1552,7
1554,4
1556,7
1558,12
1560,13
1562,2
1564,-9
1566,22
1568,0
1570,23
1572,8
1574,3
1576,15
1578,1
1580,15
1582,-3
1584,22
1586,-10
1588,12
1590,24
1592,-12
1594,17
1596,1
1598,0
1600,0
1602,2
1604,-4
1606,-11
1608,-15
1610,-2
1612,-6
1614,-16
1616,16
1618,0
1620,1
1622,12
1624,18
1626,5
1628,3
1630,1
1632,22
1634,21
1636,-2
1638,19
1640,2
1642,0
1644,36
1646,0
1648,-4
1650,15
1652,27
1654,16
1656,16
1658,9
1660,0
1662,10
1664,0
1666,0
1668,21
1670,-10
1672,19
1674,18
1676,-1
1678,-2
1680,11
1682,7
1684,6
1686,4
1688,1
1690,-3
1692,-16
1694,-7
1696,2
1698,0
1700,-5
1702,-9
1704,0
1706,5
1708,-12
1710,3
1712,7
1714,12
1716,-5
1718,-13
1720,-3
1722,16
1724,12
1726,14
1728,3
1730,2
1732,0
1734,-6
1736,12
1738,5
1740,-7
1742,0
1744,0
1746,19
1748,-2
1750,9
1752,7
1754,-18
1756,18
1758,0
1760,12
1762,0
1764,-13
1766,5
1768,3
1770,4
1772,4
1774,9
1776,-8
1778,17
1780,15
1782,-10
1784,0
1786,-8
1788,-12
1790,-5
1792,15
1794,0
1796,7
1798,0
1800,15
1802,9
1804,-8
1806,6
1808,13
1810,6
1812,15
1814,-1
1816,-13
1818,10
1820,-1
1822,6
1824,24
1826,-14
1828,7
1830,-2
1832,9
1834,-23
1836,-17
1838,-30
1840,-18
1842,-5
1844,3
1846,31
1848,20
1850,18
1852,-13
1854,0
1856,1
1858,-2
1860,-6
1862,21
1864,-3
1866,30
1868,6
1870,5
1872,18
1874,7
1876,1
1878,-7
1880,1
1882,6
1884,15
1886,22
1888,11
1890,-8
1892,-13
1894,-15
1896,-2
1898,8
1900,1
1902,15
1904,-2
1906,10
1908,20
1910,27
1912,4
1914,-9
1916,-1
1918,-3
1920,0
1922,16
1924,31
1926,22
1928,31
1930,9
1932,17
1934,3
1936,16
1938,-1
1940,9
1942,6
1944,20
1946,16
1948,-11
1950,-25
1952,15
1954,-13
1956,-12
1958,7
1960,-10
1962,21
1964,-6
1966,7
1968,2
1970,-31
1972,-10
1974,-25
1976,-14
1978,-7
1980,4
1982,4
1984,21
1986,-3
1988,-1
1990,-9
1992,-20
1994,-7
1996,19
1998,-3
2000,22
2002,0
2004,17
2006,16
2008,17
2010,28
2012,15
2014,25
2016,23
2018,22
2020,26
2022,20
2024,10
2026,13
2028,37
2030,38
2032,34
2034,27
2036,-3
2038,9
2040,8
2042,-11
2044,3
2046,0
2048,15
2050,18
2052,2
2054,-16
2056,-4
2058,5
2060,2
2062,-12
2064,-18
2066,1
2068,-6
2070,7
2072,1
2074,-17
2076,-11
2078,-3
2080,10
2082,-3
2084,-10
2086,12
2088,10
2090,19
2092,20
2094,0
2096,16
2098,5
2100,-10
2102,1
2104,11
2106,9
2108,-5
2110,-3
2112,13
2114,15
2116,9
2118,9
2120,-10
2122,16
2124,15
2126,17
2128,8
2130,22
2132,-4
2134,12
2136,0
2138,-6
2140,-12
2142,-10
2144,-20
2146,-4
2148,2
2150,-8
2152,-2
2154,-9
2156,0
2158,-17
2160,-7
2162,3
2164,0
2166,-8
2168,14
2170,8
2172,10
2174,19
2176,9
2178,22
2180,19
2182,-8
2184,29
2186,26
2188,8
2190,18
2192,33
2194,36
2196,30
2198,26
2200,-12
2202,6
2204,3
2206,-1
2208,9
2210,1
2212,22
2214,12
2216,-21
2218,-25
2220,-14
2222,-9
2224,-18
2226,-18
2228,-19
2230,-3
2232,7
2234,-4
2236,-19
2238,3
2240,-4
2242,2
2244,12
2246,1
2248,3
2250,-3
2252,13
2254,10
2256,0
2258,10
2260,13
2262,9
2264,22
2266,14
2268,10
2270,17
2272,28
2274,26
2276,18
2278,26
2280,-3
2282,27
2284,20
2286,-6
2288,17
2290,0
2292,-5
2294,29
2296,11
2298,-1
2300,-7
2302,14
2304,-12
2306,16
2308,22
2310,8
2312,8
2314,25
2316,-17
2318,22
2320,-8
2322,-2
2324,-10
2326,4
2328,-7
2330,-18
2332,7
2334,-8
2336,8
2338,-6
2340,-15
2342,-3
2344,-8
2346,-5
2348,3
2350,-3
2352,0
2354,18
2356,-25
2358,5
2360,10
2362,4
2364,-13
2366,-4
2368,2
2370,15
2372,28
2374,16
2376,17
2378,3
2380,6
2382,9
2384,24
2386,12
2388,-3
2390,4
2392,39
2394,14
2396,7
2398,-7
2400,11
2402,-5
2404,0
2406,19
2408,0
2410,20
2412,19
2414,23
2416,21
2418,23
2420,17
2422,12
2424,29
2426,2
2428,18
2430,9
2432,35
2434,6
2436,13
2438,10
2440,-2
2442,24
2444,14
2446,8
2448,20
2450,16
2452,23
2454,3
2456,31
2458,21
2460,-8
2462,1
2464,-7
2466,8
2468,-16
2470,16
2472,-9
2474,-2
2476,8
2478,-1
2480,10
2482,7
2484,-21
2486,0
2488,3
2490,19
2492,9
2494,0
2496,-1
2498,0
2500,-16
2502,10
2504,-12
2506,6
2508,4
2510,-2
2512,17
2514,-11
2516,19
2518,-8
2520,6
2522,-14
2524,-18
2526,-13
2528,23
2530,13
2532,15
2534,20
2536,2
2538,18
2540,1
2542,1
2544,7
2546,9
2548,-4
2550,15
2552,5
2554,-11
2556,-11
2558,-4
2560,14
2562,4
2564,-4
2566,-2
2568,3
2570,20
2572,17
2574,0
2576,-10
2578,-4
2580,6
2582,11
2584,0
2586,-4
2588,2
2590,-9
2592,28
2594,-2
2596,-7
2598,2
2600,-3
2602,0
2604,24
2606,-1
2608,-4
2610,7
2612,20
2614,-4
2616,13
2618,21
2620,25
2622,21
2624,-18
2626,-10
2628,11
2630,18
2632,-8
2634,-3
2636,20
2638,14
2640,0
2642,-12
2644,-10
2646,-16
2648,3
2650,7
2652,0
2654,-7
2656,-6
2658,18
2660,-7
2662,8
2664,-1
2666,-19
2668,8
2670,10
2672,-3
2674,-25
2676,-3
2678,-1
2680,-4
2682,-3
2684,-18
2686,4
2688,-4
2690,16
2692,-3
2694,8
2696,-15
2698,-2
2700,-5
2702,23
2704,9
2706,-1
2708,8
2710,19
2712,22
2714,15
2716,6
2718,5
2720,1
2722,-3
2724,-8
2726,7
2728,-2
2730,27
2732,25
2734,19
2736,-2
2738,19
2740,2
2742,-1
2744,-5
2746,17
2748,-8
2750,-10
2752,-5
2754,-6
2756,-11
2758,-22
2760,5
2762,-4
2764,-16
2766,-18
2768,3
2770,4
2772,2
2774,-3
2776,4
2778,5
2780,-3
2782,-9
2784,-22
2786,-12
2788,4
2790,-4
2792,0
2794,24
2796,3
2798,13
2800,5
2802,-8
2804,15
2806,-1
2808,11
2810,4
2812,30
2814,0
2816,17
2818,9
2820,21
2822,27
2824,-3
2826,25
2828,37
2830,20
2832,11
2834,1
2836,-8
2838,21
2840,33
2842,4
2844,8
2846,6
2848,16
2850,16
2852,-13
2854,-5
2856,-13
2858,-14
2860,-6
2862,0
2864,-13
2866,-15
2868,-14
2870,-9
2872,-16
2874,-23
2876,-1
2878,-13
2880,3
2882,-16
2884,5
2886,0
2888,6
2890,2
2892,-10
2894,-12
2896,-14
2898,9
2900,-8
2902,-1
2904,30
2906,-15
2908,-18
2910,9
2912,-17
2914,-21
2916,0
2918,8
2920,20
2922,11
2924,9
2926,3
2928,13
2930,-5
2932,-17
2934,-7
2936,12
2938,0
2940,7
2942,15
2944,9
2946,-5
2948,-9
2950,7
2952,-5
2954,-7
2956,-7
2958,15
2960,12
2962,3
2964,-1
2966,9
2968,9
2970,0
2972,-15
2974,5
2976,7
2978,-12
2980,-1
2982,6
2984,25
2986,12
2988,-7
2990,17
2992,8
2994,13
2996,12
2998,-1
3000,-2
3002,-7
3004,3
3006,4
3008,10
3010,5
3012,-7
3014,0
3016,-5
3018,-4
3020,-24
3022,1
3024,-2
3026,-6
3028,7
3030,-13
3032,3
3034,13
3036,9
3038,7
3040,4
3042,-15
3044,21
3046,-11
3048,8
3050,17
3052,-2
3054,2
3056,28
3058,25
3060,11
3062,-6
3064,8
3066,1
3068,7
3070,14
3072,11
3074,26
3076,18
3078,22
3080,13
3082,19
3084,18
3086,-3
3088,9
3090,14
3092,-4
3094,4
3096,-1
3098,11
3100,17
3102,6
3104,-6
3106,23
3108,10
3110,6
3112,18
3114,5
3116,0
3118,1
3120,1
3122,-16
3124,-8
3126,-18
3128,-9
3130,-4
3132,-23
3134,-21
3136,-18
3138,-25
3140,-28
3142,-6
3144,10
3146,-9
3148,-24
3150,4
3152,-20
3154,-21
3156,-10
3158,0
3160,2
3162,-14
3164,-8
3166,0
3168,15
3170,-2
3172,19
3174,5
3176,-4
3178,36
3180,15
3182,24
3184,10
3186,22
3188,37
3190,35
3192,39
3194,18
3196,6
3198,16
3200,31
3202,17
3204,32
3206,37
3208,25
3210,4
3212,-1
3214,9
3216,-4
3218,-2
3220,5
3222,-29
3224,-3
3226,-27
3228,-16
3230,-43
3232,-37
3234,-21
3236,-18
3238,-26
3240,-16
3242,-28
3244,-29
3246,0
3248,-13
3250,-34
3252,-3
3254,-18
3256,-11
3258,-3
3260,-17
3262,2
3264,10
3266,-2
3268,-2
3270,-5
3272,-2
3274,0
3276,30
3278,19
3280,24
3282,28
3284,25
3286,8
3288,8
3290,0
3292,0
3294,31
3296,5
3298,26
3300,6
3302,25
3304,16
3306,8
3308,-4
3310,7
3312,9
3314,19
3316,-1
3318,14
3320,6
3322,10
3324,-14
3326,-6
3328,6
3330,-21
3332,-8
3334,2
3336,-10
3338,1
3340,7
3342,-2
3344,-16
3346,-3
3348,2
3350,-7
3352,1
3354,14
3356,2
3358,0
3360,11
3362,-10
3364,6
3366,-10
3368,-21
3370,-23
3372,12
3374,11
3376,-10
3378,-3
3380,2
3382,-10
3384,-2
3386,-23
3388,-5
3390,-5
3392,-14
3394,-7
3396,5
3398,-16
3400,1
3402,-2
3404,-10
3406,-8
3408,-19
3410,-13
3412,-13
3414,-9
3416,0
3418,4
3420,9
3422,11
3424,16
3426,11
3428,8
3430,18
3432,10
3434,15
3436,18
3438,-5
3440,12
3442,0
3444,4
3446,1
3448,1
3450,6
3452,-3
3454,-3
3456,-8
3458,-13
3460,-12
3462,-19
3464,6
3466,-3
3468,-5
3470,0
3472,-11
3474,-4
3476,-26
3478,-18
3480,-29
3482,-20
3484,-29
3486,-13
3488,-30
3490,-10
3492,-21
3494,-14
3496,-3
3498,-22
3500,10
3502,10
3504,9
3506,16
3508,-8
3510,1
3512,3
3514,3
3516,20
3518,3
3520,33
3522,19
3524,6
3526,36
3528,28
3530,-7
3532,-1
3534,2
3536,17
3538,0
3540,3
3542,1
3544,15
3546,-8
3548,-18
3550,-28
3552,-31
3554,-4
3556,8
3558,3
3560,17
3562,-1
3564,5
3566,-15
3568,-11
3570,-24
3572,-6
3574,-18
3576,2
3578,-3
3580,2
3582,19
3584,17
3586,-11
3588,-7
3590,4
3592,11
3594,-4
3596,4
3598,9
3600,6
3602,4
3604,7
3606,4
3608,9
3610,21
3612,-8
3614,8
3616,10
3618,6
3620,33
3622,-10
3624,21
3626,4
3628,27
3630,-4
3632,9
3634,4
3636,7
3638,14
3640,11
3642,-7
3644,12
3646,10
3648,-10
3650,-10
3652,-7
3654,-7
3656,1
3658,-7
3660,5
3662,15
3664,4
3666,0
3668,-5
3670,-5
3672,8
3674,-17
3676,8
3678,-3
3680,15
3682,20
3684,-16
3686,-1
3688,3
3690,8
3692,-3
3694,12
3696,-19
3698,0
3700,15
3702,-10
3704,-7
3706,4
3708,-13
3710,11
3712,2
3714,-17
3716,0
3718,0
3720,13
3722,29
3724,2
3726,13
3728,7
3730,-11
3732,-2
3734,-4
3736,-8
3738,7
3740,6
3742,-5
3744,20
3746,22
3748,-10
3750,18
3752,2
3754,0
3756,-16
3758,0
3760,1
3762,-7
3764,17
3766,22
3768,19
3770,-11
3772,13
3774,11
3776,0
3778,12
3780,-1
3782,2
3784,18
3786,-2
3788,0
3790,-3
3792,-11
3794,-4
3796,-15
3798,-3
3800,-25
3802,-19
3804,12
3806,-26
3808,0
3810,0
3812,1
3814,-12
3816,-5
3818,-16
3820,-3
3822,7
3824,20
3826,-4
3828,5
3830,-2
3832,-10
3834,21
3836,-7
3838,-3
3840,17
3842,9
3844,11
3846,7
3848,0
3850,25
3852,31
3854,0
3856,1
3858,9
3860,13
3862,7
3864,-7
3866,1
3868,-9
3870,6
3872,20
3874,-3
3876,5
3878,-13
3880,3
3882,-2
3884,-1
3886,-1
3888,-10
3890,8
3892,10
3894,-4
3896,5
3898,18
3900,3
3902,-7
3904,-15
3906,-3
3908,-7
3910,-16
3912,-1
3914,-2
3916,-4
3918,-7
3920,-2
3922,-7
3924,4
3926,-8
3928,13
3930,2
3932,-14
3934,9
3936,-4
3938,0
3940,16
3942,18
3944,14
3946,13
3948,-10
3950,13
3952,-2
3954,0
3956,-8
3958,-1
3960,19
3962,0
3964,-5
3966,9
3968,3
3970,-10
3972,15
3974,13
3976,0
3978,5
3980,6
3982,0
3984,16
3986,21
3988,6
3990,1
3992,26
3994,-11
3996,3
3998,-6
4000,13
4002,7
4004,-10
4006,18
4008,11
4010,3
4012,0
4014,22
4016,-10
4018,13
4020,8
4022,-4
4024,-24
4026,6
4028,9
4030,0
4032,2
4034,-4
4036,-4
4038,-4
4040,14
4042,12
4044,11
4046,-9
4048,15
4050,10
4052,13
4054,22
4056,-16
4058,-11
4060,13
4062,-8
4064,-6
4066,15
4068,15
4070,-12
4072,20
4074,9
4076,11
4078,-4
4080,21
4082,19
4084,5
4086,2
4088,21
4090,15
4092,29
4094,16
4096,-13
4098,-8
4100,-2
4102,18
4104,-22
4106,14
4108,24
4110,16
4112,11
4114,-10
4116,-8
4118,2
4120,-13
4122,-23
4124,-3
4126,-5
4128,0
4130,-10
4132,-6
4134,-7
4136,5
4138,0
4140,7
4142,-8
4144,-8
4146,7
4148,-8
4150,-3
4152,-11
4154,-6
4156,-5
4158,16
4160,-12
4162,11
4164,2
4166,-15
4168,-17
4170,-21
4172,9
4174,5
4176,-13
4178,-3
4180,-15
4182,-1
4184,-3
4186,20
4188,-8
4190,-13
4192,12
4194,12
4196,4
4198,-14
4200,-3
4202,0
4204,-18
4206,-7
4208,9
4210,-21
4212,2
4214,3
4216,4
4218,-15
4220,-9
4222,-20
4224,5
4226,-8
4228,12
4230,-16
4232,2
4234,17
4236,-5
4238,5
4240,-6
4242,3
4244,1
4246,21
4248,15
4250,15
4252,-10
4254,-23
4256,13
4258,-2
4260,25
4262,16
4264,9
4266,-6
4268,10
4270,-21
4272,-8
4274,-10
4276,0
4278,-6
4280,-10
4282,-23
4284,6
4286,-22
4288,-10
4290,-15
4292,-12
4294,0
4296,-26
4298,3
4300,-15
4302,0
4304,1
4306,11
4308,-28
4310,-15
4312,-8
4314,-21
4316,-13
4318,-11
4320,-7
4322,-3
4324,6
4326,13
4328,3
4330,-11
4332,-2
4334,2
4336,-1
4338,19
4340,14
4342,22
4344,0
4346,-3
4348,7
4350,2
4352,9
4354,0
4356,1
4358,4
4360,26
4362,-2
4364,12
4366,-8
4368,-4
4370,-9
4372,-1
4374,-9
4376,2
4378,2
4380,6
4382,-10
4384,7
4386,8
4388,6
4390,-15
4392,-27
4394,-7
4396,-13
4398,-1
4400,-15
4402,8
4404,-14
4406,-26
4408,-12
4410,-15
4412,-5
4414,-14
4416,-4
4418,5
4420,1
4422,25
4424,23
4426,16
4428,-5
4430,-2
4432,17
4434,15
4436,5
4438,-5
4440,17
4442,21
4444,18
4446,6
4448,3
4450,13
4452,-6
4454,-15
4456,-3
4458,2
4460,11
4462,-5
4464,6
4466,16
4468,-2
4470,17
4472,5
4474,3
4476,-8
4478,-21
4480,-16
4482,9
4484,-6
4486,-5
4488,-2
4490,-6
4492,-8
4494,-8
4496,-26
4498,-22
4500,-32
4502,-20
4504,5
4506,-4
4508,-7
4510,9
4512,-9
4514,4
4516,-2
4518,-21
4520,11
4522,8
4524,18
4526,12
4528,-3
4530,-3
4532,-7
4534,1
4536,5
4538,-14
4540,20
4542,4
4544,2
4546,22
4548,7
4550,14
4552,0
4554,-16
4556,4
4558,-7
4560,17
4562,-7
4564,11
4566,15
4568,10
4570,-2
4572,9
4574,-6
4576,5
4578,12
4580,0
4582,1
4584,-13
4586,7
4588,17
4590,-14
4592,3
4594,-3
4596,-19
4598,-8
4600,-8
4602,10
4604,-2
4606,10
4608,13
4610,-10
4612,-6
4614,-11
4616,-15
4618,-2
4620,11
4622,1
4624,18
4626,10
4628,-14
4630,8
4632,-15
4634,-24
4636,-24
4638,12
4640,-8
4642,15
4644,13
4646,9
4648,-14
4650,8
4652,-11
4654,-13
4656,-7
4658,17
4660,29
4662,0
4664,-1
4666,20
4668,25
4670,9
4672,-15
4674,14
4676,15
4678,21
4680,7
4682,15
4684,17
4686,23
4688,4
4690,17
4692,4
4694,-9
4696,-11
4698,-9
4700,4
4702,-3
4704,3
4706,2
4708,9
4710,4
4712,-29
4714,-25
4716,-3
4718,-15
4720,0
4722,13
4724,2
4726,-7
4728,-25
4730,7
4732,-12
4734,-11
4736,7
4738,7
4740,3
4742,-11
4744,23
4746,-6
4748,8
4750,-10
4752,-17
4754,-16
4756,-10
4758,4
4760,-5
4762,5
4764,11
4766,8
4768,11
4770,13
4772,2
4774,-13
4776,2
4778,-20
4780,10
4782,13
4784,1
4786,-2
4788,-5
4790,-8
4792,5
4794,-1
4796,-18
4798,-6
4800,10
4802,0
4804,-5
4806,25
4808,10
4810,14
4812,3
4814,-12
4816,0
4818,2
4820,8
4822,-13
4824,-8
4826,-6
4828,-3
4830,6
4832,-10
4834,-25
4836,-11
4838,0
4840,-2
4842,20
4844,-14
4846,9
4848,-5
4850,-15
4852,-3
4854,-5
4856,-14
4858,-32
4860,-39
4862,-21
4864,-18
4866,-7
4868,-4
4870,-17
4872,0
4874,-9
4876,1
4878,-38
4880,-29
4882,4
4884,-5
4886,-17
4888,-11
4890,-27
4892,-7
4894,-21
4896,-3
4898,4
4900,-10
4902,1
4904,18
4906,7
4908,4
4910,4
4912,-1
4914,11
4916,3
4918,20
4920,10
4922,25
4924,3
4926,12
4928,9
4930,-5
4932,-5
4934,13
4936,8
4938,25
4940,8
4942,3
4944,0
4946,-3
4948,14
4950,9
4952,-4
4954,8
4956,-4
4958,6
4960,19
