Tick (ms),ADC Value
1410,9
1412,9
1414,13
1416,0
1418,-1
1420,-15
1422,-11
1424,3
1426,-20
1428,-1
1430,-5
1432,-3
1434,23
1436,-15
1438,-14
1440,-12
1442,-15
1444,-11
1446,-17
1448,-27
1450,-14
1452,-11
1454,-4
1456,-32
1458,-26
1460,-33
1462,-21
1464,-16
1466,-21
1468,15
1470,6
1472,2
1474,14
1476,10
1478,-2
1480,-7
1482,11
1484,7
1486,0
1488,13
1490,21
1492,5
1494,13
1496,22
1498,10
1500,10
1502,26
1504,7
1506,24
1508,16
1510,27
1512,2
1514,25
1516,16
1518,10
1520,22
1522,26
1524,18
1526,26
1528,9
1530,-13
1532,-1
1534,5
1536,-12
1538,4
1540,-10
1542,9
1544,-25
1546,-2
1548,-9
1550,9
1552,-5
1554,-4
1556,-11
1558,7
1560,-11
1562,-23
1564,-30
1566,3
1568,-21
1570,2
1572,-8
1574,-17
1576,-12
1578,-16
1580,-13
1582,-23
1584,-4
1586,-25
1588,-12
1590,-6
1592,-15
1594,8
1596,-7
1598,4
1600,2
1602,10
1604,-15
1606,-5
1608,-22
1610,-12
1612,-6
1614,-12
1616,21
1618,9
1620,8
1622,-3
1624,25
1626,-6
1628,-4
1630,-7
1632,21
1634,22
1636,-2
1638,8
1640,10
1642,-6
1644,16
1646,-2
1648,-9
1650,3
1652,18
1654,14
1656,0
1658,0
1660,-25
1662,-10
1664,-24
1666,-23
1668,3
1670,-21
1672,7
1674,7
1676,-15
1678,-3
1680,5
1682,2
1684,8
1686,1
1688,-24
1690,1
1692,-11
1694,-11
1696,3
1698,-4
1700,1
1702,1
1704,-10
1706,0
1708,-2
1710,8
1712,0
1714,13
1716,-7
1718,-5
1720,-10
1722,13
1724,21
1726,-6
1728,0
1730,15
1732,10
1734,3
1736,21
1738,4
1740,-4
1742,6
1744,9
1746,11
1748,-8
1750,2
1752,4
1754,-5
1756,9
1758,-12
1760,16
1762,2
1764,-17
1766,-23
1768,-7
1770,12
1772,6
1774,0
1776,-22
1778,-1
1780,2
1782,4
1784,12
1786,1
1788,-16
1790,0
1792,24
1794,-11
1796,22
1798,20
1800,26
1802,17
1804,1
1806,16
1808,17
1810,1
1812,10
1814,-3
1816,-11
1818,3
1820,6
1822,5
1824,11
1826,-11
1828,5
1830,-10
1832,12
1834,-4
1836,6
1838,-18
1840,-21
1842,-2
1844,-2
1846,17
1848,3
1850,9
1852,-14
1854,21
1856,10
1858,-8
1860,-9
1862,3
1864,-12
1866,8
1868,-13
1870,-9
1872,5
1874,11
1876,-3
1878,-12
1880,5
1882,7
1884,5
1886,1
1888,3
1890,-10
1892,-2
1894,-15
1896,15
1898,23
1900,4
1902,14
1904,-4
1906,-7
1908,6
1910,7
1912,-3
1914,8
1916,12
1918,5
1920,-14
1922,0
1924,10
1926,-13
1928,7
1930,-5
1932,14
1934,18
1936,22
1938,11
1940,-7
1942,4
1944,10
1946,15
1948,-9
1950,4
1952,32
1954,-9
1956,-4
1958,9
1960,-8
1962,13
1964,-11
1966,2
1968,-11
1970,-13
1972,-7
1974,-6
1976,-3
1978,2
1980,18
1982,0
1984,8
1986,-4
1988,-6
1990,-2
1992,-23
1994,-1
1996,23
1998,-6
2000,6
2002,-7
2004,-6
2006,0
2008,-3
2010,11
2012,-4
2014,15
2016,13
2018,2
2020,5
2022,-7
2024,-8
2026,-12
2028,1
2030,7
2032,23
2034,10
2036,10
2038,13
2040,4
2042,-5
2044,-5
2046,-9
2048,11
2050,18
2052,7
2054,2
2056,8
2058,24
2060,20
2062,-22
2064,-5
2066,5
2068,8
2070,20
2072,15
2074,0
2076,-5
2078,2
2080,24
2082,-2
2084,5
2086,27
2088,-1
2090,12
2092,8
2094,8
2096,19
2098,-6
2100,-12
2102,23
2104,2
2106,-1
2108,-6
2110,-14
2112,23
2114,19
2116,0
2118,5
2120,5
2122,8
2124,17
2126,15
2128,-16
2130,5
2132,0
2134,0
2136,-12
2138,-5
2140,4
2142,-2
2144,-12
2146,8
2148,0
2150,4
2152,10
2154,-2
2156,3
2158,-2
2160,1
2162,28
2164,13
2166,11
2168,30
2170,6
2172,9
2174,7
2176,0
2178,31
2180,26
2182,-3
2184,24
2186,34
2188,3
2190,17
2192,23
2194,13
2196,11
2198,0
2200,-5
2202,20
2204,-12
2206,-12
2208,-3
2210,-4
2212,7
2214,-15
2216,-17
2218,-19
2220,-16
2222,-18
2224,-13
2226,-30
2228,-17
2230,-10
2232,3
2234,0
2236,0
2238,1
2240,2
2242,-1
2244,13
2246,9
2248,17
2250,-11
2252,25
2254,30
2256,11
2258,29
2260,31
2262,6
2264,20
2266,36
2268,25
2270,29
2272,22
2274,32
2276,31
2278,21
2280,-8
2282,14
2284,0
2286,-18
2288,-6
2290,-22
2292,-26
2294,8
2296,2
2298,-24
2300,-22
2302,-1
2304,-20
2306,-10
2308,-13
2310,-14
2312,-23
2314,14
2316,-12
2318,13
2320,-11
2322,3
2324,-9
2326,-7
2328,-29
2330,-17
2332,13
2334,6
2336,18
2338,6
2340,-2
2342,4
2344,-14
2346,-4
2348,9
2350,-5
2352,11
2354,21
2356,-3
2358,20
2360,8
2362,0
2364,-8
2366,-6
2368,2
2370,0
2372,22
2374,16
2376,18
2378,-1
2380,5
2382,-8
2384,0
2386,-11
2388,-28
2390,-9
2392,7
2394,14
2396,0
2398,-3
2400,-8
2402,-8
2404,0
2406,13
2408,-23
2410,5
2412,0
2414,27
2416,20
2418,24
2420,11
2422,7
2424,23
2426,0
2428,3
2430,2
2432,23
2434,6
2436,-3
2438,2
2440,7
2442,18
2444,20
2446,5
2448,12
2450,15
2452,11
2454,0
2456,9
2458,23
2460,-7
2462,-3
2464,1
2466,17
2468,-14
2470,10
2472,-20
2474,-11
2476,3
2478,2
2480,10
2482,12
2484,-11
2486,0
2488,-4
2490,2
2492,-8
2494,0
2496,0
2498,-3
2500,1
2502,15
2504,-10
2506,-12
2508,-3
2510,-5
2512,19
2514,-3
2516,21
2518,0
2520,10
2522,11
2524,-4
2526,-22
2528,13
2530,23
2532,0
2534,15
2536,0
2538,28
2540,9
2542,7
2544,11
2546,7
2548,1
2550,-1
2552,14
2554,-4
2556,-9
2558,-8
2560,10
2562,12
2564,12
2566,-1
2568,11
2570,2
2572,17
2574,19
2576,-10
2578,6
2580,31
2582,18
2584,13
2586,3
2588,-1
2590,-11
2592,9
2594,-17
2596,-11
2598,13
2600,1
2602,5
2604,16
2606,-6
2608,0
2610,-10
2612,-8
2614,-7
2616,10
2618,22
2620,21
2622,23
2624,-2
2626,-7
2628,3
2630,5
2632,-17
2634,-6
2636,20
2638,17
2640,20
2642,1
2644,4
2646,-8
2648,-12
2650,8
2652,12
2654,0
2656,10
2658,25
2660,4
2662,27
2664,8
2666,-16
2668,11
2670,3
2672,-13
2674,-19
2676,-10
2678,-7
2680,-3
2682,8
2684,-6
2686,-6
2688,3
2690,13
2692,-14
2694,-9
2696,-9
2698,4
2700,-6
2702,9
2704,-3
2706,3
2708,-6
2710,9
2712,-16
2714,-7
