Tick (ms),ADC Value
1410,14
1412,-2
1414,4
1416,-5
1418,-1
1420,-14
1422,-19
1424,8
1426,-10
1428,-6
1430,0
1432,-11
1434,1
1436,-12
1438,-24
1440,0
1442,-2
1444,10
1446,2
1448,4
1450,5
1452,-5
1454,10
1456,-14
1458,-19
1460,-31
1462,-14
1464,10
1466,9
1468,26
1470,38
1472,34
1474,19
1476,6
1478,11
1480,7
1482,26
1484,38
1486,15
1488,40
1490,30
1492,3
1494,11
1496,18
1498,4
1500,0
1502,21
1504,-3
1506,16
1508,16
1510,5
1512,-22
1514,7
1516,-23
1518,-19
1520,-9
1522,-4
1524,-1
1526,13
1528,-2
1530,-2
1532,-27
1534,5
1536,-8
1538,-1
1540,-7
1542,15
1544,4
1546,15
1548,19
1550,26
1552,18
1554,0
1556,-14
1558,9
1560,3
1562,-8
1564,-14
1566,24
1568,12
1570,-2
1572,-12
1574,-27
1576,-27
1578,-31
1580,-16
1582,-18
1584,1
1586,-8
1588,-1
1590,3
1592,-32
1594,-16
1596,-37
1598,-13
1600,-25
1602,-7
1604,-15
1606,-13
1608,-14
1610,1
1612,-6
1614,-20
1616,-3
1618,-18
1620,-15
1622,2
1624,28
1626,23
1628,11
1630,23
1632,18
1634,29
1636,7
1638,24
1640,20
1642,4
1644,33
1646,17
1648,14
1650,38
1652,46
1654,33
1656,12
1658,-2
1660,0
1662,10
1664,0
1666,8
1668,34
1670,1
1672,14
1674,12
1676,-25
1678,-17
1680,-6
1682,-4
1684,18
1686,-5
1688,-6
1690,1
1692,-13
1694,-11
1696,-1
1698,-8
1700,-13
1702,-2
1704,-13
1706,-8
1708,12
1710,15
1712,17
1714,32
1716,-5
1718,0
1720,5
1722,22
1724,24
1726,17
1728,22
1730,29
1732,26
1734,16
1736,19
1738,11
1740,-9
1742,7
1744,14
1746,21
1748,11
1750,34
1752,33
1754,17
1756,23
1758,3
1760,26
1762,1
1764,-4
1766,-14
1768,6
1770,16
1772,13
1774,16
1776,-20
1778,-4
1780,-1
1782,-10
1784,-2
1786,-7
1788,-7
1790,-2
1792,10
1794,-8
1796,4
1798,5
1800,3
1802,-1
1804,-16
1806,7
1808,19
1810,0
1812,9
1814,-6
1816,2
1818,3
1820,1
1822,14
1824,5
1826,-9
1828,17
1830,7
1832,13
1834,-5
1836,5
1838,2
1840,-13
1842,-1
1844,13
1846,24
1848,30
1850,20
1852,-6
1854,34
1856,11
1858,-2
1860,-18
1862,15
1864,0
1866,26
1868,16
1870,6
1872,20
1874,14
1876,0
1878,-3
1880,8
1882,11
1884,16
1886,26
1888,17
1890,-6
1892,7
1894,-13
1896,-1
1898,5
1900,4
1902,31
1904,-7
1906,10
1908,21
1910,19
1912,2
1914,-12
1916,-2
1918,-12
1920,-25
1922,-2
1924,9
1926,-12
1928,2
1930,-15
1932,15
1934,0
1936,2
1938,5
1940,-1
1942,16
1944,4
1946,20
1948,-23
1950,-20
1952,10
1954,-7
1956,-15
